"Lipid","Feature","SumOfAllFragmentsIntensities","Class","Adduct"
"1_TG(18:3_20:1_20:4)+NH4","342",154098.559,"TG","[M+NH4]+"
"1_TG(18:3_20:2_20:3)+NH4","342",115880.82,"TG","[M+NH4]+"
"1_TG(18:4_20:1_20:3)+NH4","342",88068.285,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:5)+NH4","342",1021127.22,"TG","[M+NH4]+"
"1_TG(16:1_20:3_22:4)+NH4","342",106639.456,"TG","[M+NH4]+"
"1_TG(16:1_20:2_22:5)+NH4","342",944318.336,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:6)+NH4","342",150170.805,"TG","[M+NH4]+"
"1_TG(17:1_18:0_22:0)+NH4","721",239621.35,"TG","[M+NH4]+"
"1_TG(17:1_20:0_20:0)+NH4","721",45420.41,"TG","[M+NH4]+"
"1_TG(16:0_17:1_24:0)+NH4","721",492685.64,"TG","[M+NH4]+"
"1_TG(14:0_17:1_26:0)+NH4","721",59348.503,"TG","[M+NH4]+"
"1_TG(18:0_19:0_20:1)+NH4","721",164445,"TG","[M+NH4]+"
"1_TG(18:0_18:1_21:0)+NH4","721",736045.06,"TG","[M+NH4]+"
"1_TG(18:1_19:0_20:0)+NH4","721",515753.69,"TG","[M+NH4]+"
"1_TG(17:0_18:1_22:0)+NH4","721",623883.32,"TG","[M+NH4]+"
"1_TG(17:0_18:0_22:1)+NH4","721",213812.986,"TG","[M+NH4]+"
"1_TG(17:0_17:1_23:0)+NH4","721",494966.43,"TG","[M+NH4]+"
"1_TG(17:0_20:0_20:1)+NH4","721",90266.49,"TG","[M+NH4]+"
"1_TG(17:1_19:0_21:0)+NH4","721",150803.14,"TG","[M+NH4]+"
"1_TG(16:0_16:1_25:0)+NH4","721",506190.15,"TG","[M+NH4]+"
"1_TG(16:0_17:0_24:1)+NH4","721",489357.065,"TG","[M+NH4]+"
"1_TG(16:0_18:1_23:0)+NH4","721",1304067.86,"TG","[M+NH4]+"
"1_TG(16:1_17:0_24:0)+NH4","721",163709.52,"TG","[M+NH4]+"
"1_TG(16:0_19:0_22:1)+NH4","721",437672.496,"TG","[M+NH4]+"
"1_TG(16:0_20:1_21:0)+NH4","721",534417.37,"TG","[M+NH4]+"
"1_TG(16:1_18:0_23:0)+NH4","721",590829.77,"TG","[M+NH4]+"
"1_TG(16:1_19:0_22:0)+NH4","721",134504.74,"TG","[M+NH4]+"
"1_TG(16:1_20:0_21:0)+NH4","721",172487.97,"TG","[M+NH4]+"
"1_TG(15:0_16:1_26:0)+NH4","721",86399.343,"TG","[M+NH4]+"
"1_TG(15:0_17:1_25:0)+NH4","721",101717.89,"TG","[M+NH4]+"
"1_TG(15:0_18:1_24:0)+NH4","721",568338.69,"TG","[M+NH4]+"
"1_TG(15:0_18:0_24:1)+NH4","721",180748.145,"TG","[M+NH4]+"
"1_TG(15:0_20:1_22:0)+NH4","721",113646.71,"TG","[M+NH4]+"
"1_TG(15:0_20:0_22:1)+NH4","721",54885.066,"TG","[M+NH4]+"
"1_TG(14:0_18:1_25:0)+NH4","721",554792.36,"TG","[M+NH4]+"
"1_TG(14:1_17:0_26:0)+NH4","721",80399.17,"TG","[M+NH4]+"
"1_TG(14:0_19:0_24:1)+NH4","721",48580.695,"TG","[M+NH4]+"
"1_TG(14:1_18:0_25:0)+NH4","721",191581.057,"TG","[M+NH4]+"
"1_TG(14:0_20:1_23:0)+NH4","721",437804.29,"TG","[M+NH4]+"
"1_TG(14:0_21:0_22:1)+NH4","721",143008.986,"TG","[M+NH4]+"
"1_TG(14:1_19:0_24:0)+NH4","721",72959.937,"TG","[M+NH4]+"
"1_TG(14:1_20:0_23:0)+NH4","721",425901.677,"TG","[M+NH4]+"
"1_TG(14:1_21:0_22:0)+NH4","721",189868.017,"TG","[M+NH4]+"
"1_TG(18:0_20:2_20:5)+NH4","273",381419.06,"TG","[M+NH4]+"
"1_TG(18:0_20:2_20:5)+NH4","417",108781.64,"TG","[M+NH4]+"
"1_TG(18:0_20:3_20:4)+NH4","273",588450.05,"TG","[M+NH4]+"
"1_TG(18:0_20:3_20:4)+NH4","417",256943.93,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:6)+NH4","273",645668.452,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:6)+NH4","417",300607.656,"TG","[M+NH4]+"
"1_TG(18:1_20:2_20:4)+NH4","273",643404.78,"TG","[M+NH4]+"
"1_TG(18:1_20:2_20:4)+NH4","417",370400.15,"TG","[M+NH4]+"
"1_TG(18:2_18:2_22:3)+NH4","273",389874.323,"TG","[M+NH4]+"
"1_TG(18:2_18:2_22:3)+NH4","417",54548.597,"TG","[M+NH4]+"
"1_TG(18:1_18:2_22:4)+NH4","273",802746.79,"TG","[M+NH4]+"
"1_TG(18:1_18:2_22:4)+NH4","417",275165.643,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:5)+NH4","273",1175186.71,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:5)+NH4","417",697101.63,"TG","[M+NH4]+"
"1_TG(18:2_20:0_20:5)+NH4","417",73067.665,"TG","[M+NH4]+"
"1_TG(18:2_20:1_20:4)+NH4","273",644998.42,"TG","[M+NH4]+"
"1_TG(18:2_20:1_20:4)+NH4","417",180003.889,"TG","[M+NH4]+"
"1_TG(18:2_20:2_20:3)+NH4","273",499261.12,"TG","[M+NH4]+"
"1_TG(18:2_20:2_20:3)+NH4","417",121597.45,"TG","[M+NH4]+"
"1_TG(18:0_18:3_22:4)+NH4","273",414718.88,"TG","[M+NH4]+"
"1_TG(18:3_20:2_20:2)+NH4","273",110803.77,"TG","[M+NH4]+"
"1_TG(16:0_20:4_22:3)+NH4","273",399819.223,"TG","[M+NH4]+"
"1_TG(16:0_20:4_22:3)+NH4","417",166243.927,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:4)+NH4","273",321867.33,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:4)+NH4","417",104744.523,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:5)+NH4","273",749261.98,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:5)+NH4","417",640136.73,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:6)+NH4","273",221337.362,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:6)+NH4","417",53246.495,"TG","[M+NH4]+"
"1_TG(16:1_20:2_22:4)+NH4","273",189775.697,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:5)+NH4","273",885154.51,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:5)+NH4","417",820992.07,"TG","[M+NH4]+"
"1_TG(18:1_20:1_20:5)+NH4","273",420594.8,"TG","[M+NH4]+"
"1_TG(18:1_20:1_20:5)+NH4","417",257282.919,"TG","[M+NH4]+"
"1_TG(18:1_20:3_20:3)+NH4","273",424810.55,"TG","[M+NH4]+"
"1_TG(18:1_20:3_20:3)+NH4","417",291024.02,"TG","[M+NH4]+"
"1_TG(18:1_18:3_22:3)+NH4","273",386109.213,"TG","[M+NH4]+"
"1_TG(18:3_20:1_20:3)+NH4","273",150408.95,"TG","[M+NH4]+"
"1_TG(16:1_20:3_22:3)+NH4","273",106211.3,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:5)+NH4","273",601391.357,"TG","[M+NH4]+"
"1_TG(18:0_18:0_21:0)+NH4","1545",85116.515,"TG","[M+NH4]+"
"1_TG(18:0_19:0_20:0)+NH4","1545",83286.161,"TG","[M+NH4]+"
"1_TG(17:0_18:0_22:0)+NH4","1545",108722.263,"TG","[M+NH4]+"
"1_TG(17:0_20:0_20:0)+NH4","1545",28152.555,"TG","[M+NH4]+"
"1_TG(16:0_16:0_25:0)+NH4","1545",202425.305,"TG","[M+NH4]+"
"1_TG(16:0_17:0_24:0)+NH4","1545",191291.495,"TG","[M+NH4]+"
"1_TG(16:0_18:0_23:0)+NH4","1545",281490.155,"TG","[M+NH4]+"
"1_TG(16:0_19:0_22:0)+NH4","1545",160733.969,"TG","[M+NH4]+"
"1_TG(16:0_20:0_21:0)+NH4","1545",158359.825,"TG","[M+NH4]+"
"1_TG(15:0_16:0_26:0)+NH4","1545",172322.075,"TG","[M+NH4]+"
"1_TG(15:0_18:0_24:0)+NH4","1545",112613.825,"TG","[M+NH4]+"
"1_TG(15:0_20:0_22:0)+NH4","1545",29680.203,"TG","[M+NH4]+"
"1_TG(14:0_17:0_26:0)+NH4","1545",44233.789,"TG","[M+NH4]+"
"1_TG(14:0_18:0_25:0)+NH4","1545",139752.849,"TG","[M+NH4]+"
"1_TG(14:0_19:0_24:0)+NH4","1545",36537.245,"TG","[M+NH4]+"
"1_TG(14:0_20:0_23:0)+NH4","1545",74359.809,"TG","[M+NH4]+"
"1_TG(14:0_21:0_22:0)+NH4","1545",29041.677,"TG","[M+NH4]+"
"1_TG(19:0_19:0_19:0)+NH4","1545",6920.951,"TG","[M+NH4]+"
"1_TG(17:0_17:0_23:0)+NH4","1545",85798.705,"TG","[M+NH4]+"
"1_TG(17:0_19:0_21:0)+NH4","1545",37054.221,"TG","[M+NH4]+"
"1_TG(15:0_17:0_25:0)+NH4","1545",94159.435,"TG","[M+NH4]+"
"1_TG(15:0_19:0_23:0)+NH4","1545",81142.491,"TG","[M+NH4]+"
"1_TG(15:0_21:0_21:0)+NH4","1545",25326.695,"TG","[M+NH4]+"
"1_TG(18:0_20:2_20:4)+NH4","346",719933.72,"TG","[M+NH4]+"
"1_TG(18:2_18:2_22:2)+NH4","346",110860.505,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:4)+NH4","346",996995.69,"TG","[M+NH4]+"
"1_TG(18:2_20:0_20:4)+NH4","346",385774.497,"TG","[M+NH4]+"
"1_TG(18:2_20:2_20:2)+NH4","346",147405.93,"TG","[M+NH4]+"
"1_TG(16:0_20:4_22:2)+NH4","346",543697.595,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:4)+NH4","346",831402.82,"TG","[M+NH4]+"
"1_TG(18:0_20:3_20:3)+NH4","346",425784.13,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:4)+NH4","346",1334698.88,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:5)+NH4","346",1563814.18,"TG","[M+NH4]+"
"1_TG(18:1_20:1_20:4)+NH4","346",1153769.99,"TG","[M+NH4]+"
"1_TG(18:1_20:2_20:3)+NH4","346",873448.57,"TG","[M+NH4]+"
"1_TG(18:1_18:2_22:3)+NH4","346",912666.82,"TG","[M+NH4]+"
"1_TG(18:2_20:1_20:3)+NH4","346",199043.75,"TG","[M+NH4]+"
"1_TG(18:3_18:3_22:0)+NH4","346",46291.665,"TG","[M+NH4]+"
"1_TG(18:2_18:3_22:1)+NH4","346",118556.156,"TG","[M+NH4]+"
"1_TG(18:1_18:3_22:2)+NH4","346",820371.045,"TG","[M+NH4]+"
"1_TG(18:0_18:3_22:3)+NH4","346",446004.56,"TG","[M+NH4]+"
"1_TG(18:3_20:0_20:3)+NH4","346",72627.087,"TG","[M+NH4]+"
"1_TG(18:3_20:1_20:2)+NH4","346",156609.48,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:3)+NH4","346",322845.96,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:5)+NH4","346",723816.49,"TG","[M+NH4]+"
"1_TG(16:1_20:4_22:1)+NH4","346",323167.427,"TG","[M+NH4]+"
"1_TG(16:1_20:3_22:2)+NH4","346",70256.076,"TG","[M+NH4]+"
"1_TG(16:1_20:2_22:3)+NH4","346",120117.581,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:4)+NH4","346",638282.721,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:5)+NH4","346",437105.718,"TG","[M+NH4]+"
"1_TG(18:0_18:0_22:5)+NH4","428",624023.578,"TG","[M+NH4]+"
"1_TG(18:0_20:1_20:4)+NH4","428",680273.474,"TG","[M+NH4]+"
"1_TG(18:0_20:2_20:3)+NH4","428",712026.7,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:4)+NH4","428",1972923.56,"TG","[M+NH4]+"
"1_TG(18:1_20:0_20:4)+NH4","428",656789.304,"TG","[M+NH4]+"
"1_TG(18:1_20:2_20:2)+NH4","428",650182.2,"TG","[M+NH4]+"
"1_TG(18:2_18:2_22:1)+NH4","428",228753.23,"TG","[M+NH4]+"
"1_TG(18:1_18:2_22:2)+NH4","428",791855.32,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:3)+NH4","428",836830.18,"TG","[M+NH4]+"
"1_TG(18:2_20:0_20:3)+NH4","428",294660.55,"TG","[M+NH4]+"
"1_TG(18:2_20:1_20:2)+NH4","428",276065.46,"TG","[M+NH4]+"
"1_TG(18:2_18:3_22:0)+NH4","428",407549.26,"TG","[M+NH4]+"
"1_TG(18:0_18:3_22:2)+NH4","428",728171.12,"TG","[M+NH4]+"
"1_TG(18:3_20:0_20:2)+NH4","428",188897.09,"TG","[M+NH4]+"
"1_TG(16:0_20:4_22:1)+NH4","428",181971.394,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:2)+NH4","428",229834.93,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:3)+NH4","428",232730.53,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:4)+NH4","428",974941.93,"TG","[M+NH4]+"
"1_TG(16:0_20:0_22:5)+NH4","428",171287.978,"TG","[M+NH4]+"
"1_TG(16:1_20:4_22:0)+NH4","428",165865.341,"TG","[M+NH4]+"
"1_TG(16:1_20:2_22:2)+NH4","428",82279.187,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:4)+NH4","428",845981.277,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:3)+NH4","428",695277.58,"TG","[M+NH4]+"
"1_TG(18:1_20:1_20:3)+NH4","428",756879.52,"TG","[M+NH4]+"
"1_TG(18:1_18:3_22:1)+NH4","428",756913.63,"TG","[M+NH4]+"
"1_TG(18:3_20:1_20:1)+NH4","428",204173.22,"TG","[M+NH4]+"
"1_TG(16:1_18:3_24:1)+NH4","428",159635.442,"TG","[M+NH4]+"
"1_TG(16:1_20:3_22:1)+NH4","428",153100.957,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:3)+NH4","428",172106.867,"TG","[M+NH4]+"
"1_TG(18:0_18:0_22:4)+NH4","452",138911.68,"TG","[M+NH4]+"
"1_TG(18:0_20:0_20:4)+NH4","452",147759.728,"TG","[M+NH4]+"
"1_TG(18:0_20:2_20:2)+NH4","452",157577.84,"TG","[M+NH4]+"
"1_TG(18:2_18:2_22:0)+NH4","452",1054578.89,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:2)+NH4","452",775644.14,"TG","[M+NH4]+"
"1_TG(18:2_20:0_20:2)+NH4","452",664522.32,"TG","[M+NH4]+"
"1_TG(16:0_20:4_22:0)+NH4","452",531285.908,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:2)+NH4","452",200227.95,"TG","[M+NH4]+"
"1_TG(16:0_20:0_22:4)+NH4","452",117341.74,"TG","[M+NH4]+"
"1_TG(18:0_20:1_20:3)+NH4","452",230721.16,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:2)+NH4","452",578090.18,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:3)+NH4","452",621515.99,"TG","[M+NH4]+"
"1_TG(18:1_20:0_20:3)+NH4","452",555885.02,"TG","[M+NH4]+"
"1_TG(18:1_20:1_20:2)+NH4","452",600493.2,"TG","[M+NH4]+"
"1_TG(18:1_18:2_22:1)+NH4","452",1436741.09,"TG","[M+NH4]+"
"1_TG(18:2_20:1_20:1)+NH4","452",670235.21,"TG","[M+NH4]+"
"1_TG(18:1_18:3_22:0)+NH4","452",1106767.19,"TG","[M+NH4]+"
"1_TG(18:0_18:3_22:1)+NH4","452",658908.85,"TG","[M+NH4]+"
"1_TG(18:3_20:0_20:1)+NH4","452",289150.35,"TG","[M+NH4]+"
"1_TG(16:0_18:3_24:1)+NH4","452",250611.04,"TG","[M+NH4]+"
"1_TG(16:1_18:3_24:0)+NH4","452",215112.096,"TG","[M+NH4]+"
"1_TG(16:1_18:2_24:1)+NH4","452",632364.69,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:1)+NH4","452",491552.86,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:3)+NH4","452",187425.33,"TG","[M+NH4]+"
"1_TG(16:1_20:3_22:0)+NH4","452",543332.61,"TG","[M+NH4]+"
"1_TG(16:1_20:2_22:1)+NH4","452",465246.31,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:2)+NH4","452",206609.63,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:3)+NH4","452",116510.6,"TG","[M+NH4]+"
"1_TG(18:0_18:0_22:3)+NH4","220",123987.921,"TG","[M+NH4]+"
"1_TG(18:0_20:0_20:3)+NH4","220",157773.08,"TG","[M+NH4]+"
"1_TG(18:0_20:1_20:2)+NH4","220",438493.16,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:2)+NH4","220",2267187.39,"TG","[M+NH4]+"
"1_TG(18:1_20:0_20:2)+NH4","220",2187043.32,"TG","[M+NH4]+"
"1_TG(18:1_18:2_22:0)+NH4","220",3252076.61,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:1)+NH4","220",1830807.6,"TG","[M+NH4]+"
"1_TG(18:2_20:0_20:1)+NH4","220",869486.36,"TG","[M+NH4]+"
"1_TG(18:0_18:3_22:0)+NH4","220",788505.86,"TG","[M+NH4]+"
"1_TG(18:3_20:0_20:0)+NH4","220",135992.22,"TG","[M+NH4]+"
"1_TG(17:1_17:1_24:1)+NH4","220",242957.748,"TG","[M+NH4]+"
"1_TG(17:1_17:2_24:0)+NH4","220",108840.076,"TG","[M+NH4]+"
"1_TG(16:0_18:3_24:0)+NH4","220",456387.3,"TG","[M+NH4]+"
"1_TG(16:0_18:2_24:1)+NH4","220",1028938.61,"TG","[M+NH4]+"
"1_TG(16:1_18:2_24:0)+NH4","220",667153.08,"TG","[M+NH4]+"
"1_TG(16:0_20:3_22:0)+NH4","220",917572.34,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:1)+NH4","220",1525573.57,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:2)+NH4","220",644396.4,"TG","[M+NH4]+"
"1_TG(16:0_20:0_22:3)+NH4","220",331817.681,"TG","[M+NH4]+"
"1_TG(16:1_20:2_22:0)+NH4","220",694037.61,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:2)+NH4","220",140141.59,"TG","[M+NH4]+"
"1_TG(14:0_18:3_26:0)+NH4","220",122471.99,"TG","[M+NH4]+"
"1_TG(14:0_20:3_24:0)+NH4","220",128210.874,"TG","[M+NH4]+"
"1_TG(14:0_20:2_24:1)+NH4","220",266461.674,"TG","[M+NH4]+"
"1_TG(14:0_22:0_22:3)+NH4","220",634374.035,"TG","[M+NH4]+"
"1_TG(14:0_22:1_22:2)+NH4","220",1274233.904,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:1)+NH4","220",3341122.91,"TG","[M+NH4]+"
"1_TG(18:1_20:1_20:1)+NH4","220",2443398.71,"TG","[M+NH4]+"
"1_TG(16:1_18:1_24:1)+NH4","220",2394745.95,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:1)+NH4","220",1573823.95,"TG","[M+NH4]+"
"1_TG(18:0_18:0_22:2)+NH4","9088",880232.406,"TG","[M+NH4]+"
"1_TG(18:0_20:0_20:2)+NH4","9088",1050295.77,"TG","[M+NH4]+"
"1_TG(18:0_18:2_22:0)+NH4","9088",6689934.6,"TG","[M+NH4]+"
"1_TG(18:2_20:0_20:0)+NH4","9088",1439004.3,"TG","[M+NH4]+"
"1_TG(17:1_17:1_24:0)+NH4","9088",1085668.6,"TG","[M+NH4]+"
"1_TG(16:0_18:2_24:0)+NH4","9088",3239257.7,"TG","[M+NH4]+"
"1_TG(16:0_20:2_22:0)+NH4","9088",5746040.57,"TG","[M+NH4]+"
"1_TG(16:0_20:0_22:2)+NH4","9088",1258122.206,"TG","[M+NH4]+"
"1_TG(14:0_18:2_26:0)+NH4","9088",1301448.57,"TG","[M+NH4]+"
"1_TG(14:0_20:2_24:0)+NH4","9088",1104097.82,"TG","[M+NH4]+"
"1_TG(14:0_22:0_22:2)+NH4","9088",4762601.156,"TG","[M+NH4]+"
"1_TG(18:0_20:1_20:1)+NH4","9088",978521.2,"TG","[M+NH4]+"
"1_TG(18:1_18:1_22:0)+NH4","9088",11637508.3,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:1)+NH4","9088",7987469.3,"TG","[M+NH4]+"
"1_TG(18:1_20:0_20:1)+NH4","9088",7258658.9,"TG","[M+NH4]+"
"1_TG(17:0_18:2_23:0)+NH4","9088",1290232.347,"TG","[M+NH4]+"
"1_TG(17:0_17:1_24:1)+NH4","9088",439633.889,"TG","[M+NH4]+"
"1_TG(17:1_18:1_23:0)+NH4","9088",7007339.258,"TG","[M+NH4]+"
"1_TG(16:1_16:1_26:0)+NH4","9088",238444.32,"TG","[M+NH4]+"
"1_TG(16:0_18:1_24:1)+NH4","9088",8305306.9,"TG","[M+NH4]+"
"1_TG(16:1_18:1_24:0)+NH4","9088",8091173.4,"TG","[M+NH4]+"
"1_TG(16:1_18:0_24:1)+NH4","9088",1319713.9,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:1)+NH4","9088",1414429.7,"TG","[M+NH4]+"
"1_TG(16:1_20:1_22:0)+NH4","9088",4968810.7,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:1)+NH4","9088",608329.8,"TG","[M+NH4]+"
"1_TG(14:0_20:1_24:1)+NH4","9088",541001.45,"TG","[M+NH4]+"
"1_TG(14:0_22:1_22:1)+NH4","9088",338770.05,"TG","[M+NH4]+"
"1_TG(18:0_18:0_22:1)+NH4","299",1604783.07,"TG","[M+NH4]+"
"1_TG(18:0_18:0_22:1)+NH4","15192",90223.139,"TG","[M+NH4]+"
"1_TG(18:0_20:0_20:1)+NH4","299",1757736.06,"TG","[M+NH4]+"
"1_TG(18:0_20:0_20:1)+NH4","15192",100530.148,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:0)+NH4","299",5610246.7,"TG","[M+NH4]+"
"1_TG(18:0_18:1_22:0)+NH4","15192",337645.051,"TG","[M+NH4]+"
"1_TG(18:1_20:0_20:0)+NH4","299",2766631.2,"TG","[M+NH4]+"
"1_TG(18:1_20:0_20:0)+NH4","15192",172454.338,"TG","[M+NH4]+"
"1_TG(17:0_17:1_24:0)+NH4","299",1953888.102,"TG","[M+NH4]+"
"1_TG(17:1_18:0_23:0)+NH4","299",1561030.002,"TG","[M+NH4]+"
"1_TG(17:1_19:0_22:0)+NH4","299",1577502.272,"TG","[M+NH4]+"
"1_TG(16:0_16:1_26:0)+NH4","299",1886600.94,"TG","[M+NH4]+"
"1_TG(16:0_16:1_26:0)+NH4","15192",131882.649,"TG","[M+NH4]+"
"1_TG(16:0_17:1_25:0)+NH4","299",1833592.478,"TG","[M+NH4]+"
"1_TG(16:0_18:1_24:0)+NH4","299",6251571.7,"TG","[M+NH4]+"
"1_TG(16:0_18:1_24:0)+NH4","15192",400542.451,"TG","[M+NH4]+"
"1_TG(16:0_18:0_24:1)+NH4","299",3446178.2,"TG","[M+NH4]+"
"1_TG(16:0_18:0_24:1)+NH4","15192",208636.058,"TG","[M+NH4]+"
"1_TG(16:1_18:0_24:0)+NH4","299",3451263.15,"TG","[M+NH4]+"
"1_TG(16:1_18:0_24:0)+NH4","15192",216670.19,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:0)+NH4","299",3391767.56,"TG","[M+NH4]+"
"1_TG(16:0_20:1_22:0)+NH4","15192",211087.621,"TG","[M+NH4]+"
"1_TG(16:0_20:0_22:1)+NH4","299",2034227.57,"TG","[M+NH4]+"
"1_TG(16:0_20:0_22:1)+NH4","15192",129595.106,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:0)+NH4","299",1753962.65,"TG","[M+NH4]+"
"1_TG(16:1_20:0_22:0)+NH4","15192",107926.837,"TG","[M+NH4]+"
"1_TG(15:0_17:1_26:0)+NH4","299",107382.846,"TG","[M+NH4]+"
"1_TG(14:0_18:1_26:0)+NH4","299",2675353.41,"TG","[M+NH4]+"
"1_TG(14:0_18:1_26:0)+NH4","15192",172787.462,"TG","[M+NH4]+"
"1_TG(14:0_20:1_24:0)+NH4","299",2021536.48,"TG","[M+NH4]+"
"1_TG(14:0_20:1_24:0)+NH4","15192",131017.573,"TG","[M+NH4]+"
"1_TG(14:0_20:0_24:1)+NH4","299",378646.62,"TG","[M+NH4]+"
"1_TG(14:0_20:0_24:1)+NH4","15192",19822.657,"TG","[M+NH4]+"
"1_TG(14:0_22:0_22:1)+NH4","299",1656702.99,"TG","[M+NH4]+"
"1_TG(14:0_22:0_22:1)+NH4","15192",97185.131,"TG","[M+NH4]+"
"1_TG(19:0_19:0_20:1)+NH4","299",120310.34,"TG","[M+NH4]+"
"1_TG(17:0_17:0_24:1)+NH4","299",212001.81,"TG","[M+NH4]+"
"1_TG(17:0_18:1_23:0)+NH4","299",2637036.82,"TG","[M+NH4]+"
"1_TG(17:0_19:0_22:1)+NH4","299",133465.46,"TG","[M+NH4]+"
"1_TG(16:1_17:0_25:0)+NH4","299",109290.746,"TG","[M+NH4]+"
"1_TG(16:1_19:0_23:0)+NH4","299",101667.44,"TG","[M+NH4]+"
"1_TG(15:0_18:1_25:0)+NH4","299",2627756.25,"TG","[M+NH4]+"
"1_TG(15:0_19:0_24:1)+NH4","299",207597.544,"TG","[M+NH4]+"
"1_TG(15:0_20:1_23:0)+NH4","299",136714.634,"TG","[M+NH4]+"
"1_TG(20:4_20:4_20:4)+NH4","769",304618.09,"TG","[M+NH4]+"
"1_TG(18:2_20:4_22:6)+NH4","769",622171.52,"TG","[M+NH4]+"
"1_TG(18:2_20:5_22:5)+NH4","769",138899.88,"TG","[M+NH4]+"
"1_TG(18:3_20:4_22:5)+NH4","769",339106.972,"TG","[M+NH4]+"
"1_TG(20:3_20:4_20:4)+NH4","571",335384.926,"TG","[M+NH4]+"
"1_TG(18:1_20:4_22:6)+NH4","571",894935.06,"TG","[M+NH4]+"
"1_TG(18:2_20:5_22:4)+NH4","571",55235.313,"TG","[M+NH4]+"
"1_TG(18:2_20:4_22:5)+NH4","571",433279.648,"TG","[M+NH4]+"
"1_TG(18:2_20:3_22:6)+NH4","571",533792.194,"TG","[M+NH4]+"
"1_TG(16:0_22:5_22:6)+NH4","571",669773.75,"TG","[M+NH4]+"
"1_TG(20:3_20:3_20:5)+NH4","571",56239.276,"TG","[M+NH4]+"
"1_TG(18:1_20:5_22:5)+NH4","571",222806.91,"TG","[M+NH4]+"
"1_TG(17:1_18:2_24:0)+NH4","823",434689.86,"TG","[M+NH4]+"
"1_TG(17:1_20:2_22:0)+NH4","823",38289.185,"TG","[M+NH4]+"
"1_TG(18:0_20:3_21:0)+NH4","823",42359.171,"TG","[M+NH4]+"
"1_TG(18:1_20:2_21:0)+NH4","823",469398.508,"TG","[M+NH4]+"
"1_TG(18:1_18:2_23:0)+NH4","823",1271480.85,"TG","[M+NH4]+"
"1_TG(18:2_20:1_21:0)+NH4","823",418512.223,"TG","[M+NH4]+"
"1_TG(18:0_18:3_23:0)+NH4","823",450765.121,"TG","[M+NH4]+"
"1_TG(17:0_18:3_24:0)+NH4","823",31651.377,"TG","[M+NH4]+"
"1_TG(17:0_18:2_24:1)+NH4","823",420501.57,"TG","[M+NH4]+"
"1_TG(17:1_17:2_25:0)+NH4","823",40505.416,"TG","[M+NH4]+"
"1_TG(17:1_18:1_24:1)+NH4","823",483222.554,"TG","[M+NH4]+"
