Plasmenyl-TG,[M+NH4]+,NL R2COOH,NL R3COOH
plasmenyl-TG(P-18:0_19:0_22:5)+NH4,952.8693,637.5554,605.5867
plasmenyl-TG(P-18:0_19:0_22:6)+NH4,950.8536,635.5397,605.5867
plasmenyl-TG(P-18:0_19:0_23:0)+NH4,976.9632,661.6493,605.5867
plasmenyl-TG(P-18:0_19:0_24:0)+NH4,990.9788,675.6649,605.5867
plasmenyl-TG(P-18:0_19:0_24:1)+NH4,988.9632,673.6493,605.5867
plasmenyl-TG(P-18:0_19:0_25:0)+NH4,1004.9945,689.6806,605.5867
plasmenyl-TG(P-18:0_19:0_26:0)+NH4,1019.0101,703.6962,605.5867
plasmenyl-TG(P-18:0_20:0_20:0)+NH4,948.9318,619.6023,619.6023
plasmenyl-TG(P-18:0_20:0_20:1)+NH4,946.9162,617.5867,619.6023
plasmenyl-TG(P-18:0_20:0_20:2)+NH4,944.9005,615.571,619.6023
plasmenyl-TG(P-18:0_20:0_20:3)+NH4,942.8849,613.5554,619.6023
plasmenyl-TG(P-18:0_20:0_20:4)+NH4,940.8692,611.5397,619.6023
plasmenyl-TG(P-18:0_20:0_20:5)+NH4,938.8536,609.5241,619.6023
plasmenyl-TG(P-18:0_20:0_21:0)+NH4,962.9475,633.618,619.6023
plasmenyl-TG(P-18:0_20:0_22:0)+NH4,976.9631,647.6336,619.6023
plasmenyl-TG(P-18:0_20:0_22:1)+NH4,974.9475,645.618,619.6023
plasmenyl-TG(P-18:0_20:0_22:2)+NH4,972.9318,643.6023,619.6023
plasmenyl-TG(P-18:0_20:0_22:3)+NH4,970.9162,641.5867,619.6023
plasmenyl-TG(P-18:0_20:0_22:4)+NH4,968.9005,639.571,619.6023
plasmenyl-TG(P-18:0_20:0_22:5)+NH4,966.8849,637.5554,619.6023
plasmenyl-TG(P-18:0_20:0_22:6)+NH4,964.8692,635.5397,619.6023
plasmenyl-TG(P-18:0_20:0_23:0)+NH4,990.9788,661.6493,619.6023
plasmenyl-TG(P-18:0_20:0_24:0)+NH4,1004.9944,675.6649,619.6023
plasmenyl-TG(P-18:0_20:0_24:1)+NH4,1002.9788,673.6493,619.6023
plasmenyl-TG(P-18:0_20:0_25:0)+NH4,1019.0101,689.6806,619.6023
plasmenyl-TG(P-18:0_20:0_26:0)+NH4,1033.0257,703.6962,619.6023
plasmenyl-TG(P-18:0_20:1_20:1)+NH4,944.9006,617.5867,617.5867
plasmenyl-TG(P-18:0_20:1_20:2)+NH4,942.8849,615.571,617.5867
plasmenyl-TG(P-18:0_20:1_20:3)+NH4,940.8693,613.5554,617.5867
plasmenyl-TG(P-18:0_20:1_20:4)+NH4,938.8536,611.5397,617.5867
plasmenyl-TG(P-18:0_20:1_20:5)+NH4,936.838,609.5241,617.5867
plasmenyl-TG(P-18:0_20:1_21:0)+NH4,960.9319,633.618,617.5867
plasmenyl-TG(P-18:0_20:1_22:0)+NH4,974.9475,647.6336,617.5867
plasmenyl-TG(P-18:0_20:1_22:1)+NH4,972.9319,645.618,617.5867
plasmenyl-TG(P-18:0_20:1_22:2)+NH4,970.9162,643.6023,617.5867
plasmenyl-TG(P-18:0_20:1_22:3)+NH4,968.9006,641.5867,617.5867
plasmenyl-TG(P-18:0_20:1_22:4)+NH4,966.8849,639.571,617.5867
plasmenyl-TG(P-18:0_20:1_22:5)+NH4,964.8693,637.5554,617.5867
plasmenyl-TG(P-18:0_20:1_22:6)+NH4,962.8536,635.5397,617.5867
plasmenyl-TG(P-18:0_20:1_23:0)+NH4,988.9632,661.6493,617.5867
plasmenyl-TG(P-18:0_20:1_24:0)+NH4,1002.9788,675.6649,617.5867
plasmenyl-TG(P-18:0_20:1_24:1)+NH4,1000.9632,673.6493,617.5867
plasmenyl-TG(P-18:0_20:1_25:0)+NH4,1016.9945,689.6806,617.5867
plasmenyl-TG(P-18:0_20:1_26:0)+NH4,1031.0101,703.6962,617.5867
plasmenyl-TG(P-18:0_20:2_20:2)+NH4,940.8692,615.571,615.571
plasmenyl-TG(P-18:0_20:2_20:3)+NH4,938.8536,613.5554,615.571
plasmenyl-TG(P-18:0_20:2_20:4)+NH4,936.8379,611.5397,615.571
plasmenyl-TG(P-18:0_20:2_20:5)+NH4,934.8223,609.5241,615.571
plasmenyl-TG(P-18:0_20:2_21:0)+NH4,958.9162,633.618,615.571
plasmenyl-TG(P-18:0_20:2_22:0)+NH4,972.9318,647.6336,615.571
plasmenyl-TG(P-18:0_20:2_22:1)+NH4,970.9162,645.618,615.571
plasmenyl-TG(P-18:0_20:2_22:2)+NH4,968.9005,643.6023,615.571
plasmenyl-TG(P-18:0_20:2_22:3)+NH4,966.8849,641.5867,615.571
plasmenyl-TG(P-18:0_20:2_22:4)+NH4,964.8692,639.571,615.571
plasmenyl-TG(P-18:0_20:2_22:5)+NH4,962.8536,637.5554,615.571
plasmenyl-TG(P-18:0_20:2_22:6)+NH4,960.8379,635.5397,615.571
plasmenyl-TG(P-18:0_20:2_23:0)+NH4,986.9475,661.6493,615.571
plasmenyl-TG(P-18:0_20:2_24:0)+NH4,1000.9631,675.6649,615.571
plasmenyl-TG(P-18:0_20:2_24:1)+NH4,998.9475,673.6493,615.571
plasmenyl-TG(P-18:0_20:2_25:0)+NH4,1014.9788,689.6806,615.571
plasmenyl-TG(P-18:0_20:2_26:0)+NH4,1028.9944,703.6962,615.571
plasmenyl-TG(P-18:0_20:3_20:3)+NH4,936.838,613.5554,613.5554
plasmenyl-TG(P-18:0_20:3_20:4)+NH4,934.8223,611.5397,613.5554
plasmenyl-TG(P-18:0_20:3_20:5)+NH4,932.8067,609.5241,613.5554
plasmenyl-TG(P-18:0_20:3_21:0)+NH4,956.9006,633.618,613.5554
plasmenyl-TG(P-18:0_20:3_22:0)+NH4,970.9162,647.6336,613.5554
plasmenyl-TG(P-18:0_20:3_22:1)+NH4,968.9006,645.618,613.5554
plasmenyl-TG(P-18:0_20:3_22:2)+NH4,966.8849,643.6023,613.5554
plasmenyl-TG(P-18:0_20:3_22:3)+NH4,964.8693,641.5867,613.5554
plasmenyl-TG(P-18:0_20:3_22:4)+NH4,962.8536,639.571,613.5554
plasmenyl-TG(P-18:0_20:3_22:5)+NH4,960.838,637.5554,613.5554
plasmenyl-TG(P-18:0_20:3_22:6)+NH4,958.8223,635.5397,613.5554
plasmenyl-TG(P-18:0_20:3_23:0)+NH4,984.9319,661.6493,613.5554
plasmenyl-TG(P-18:0_20:3_24:0)+NH4,998.9475,675.6649,613.5554
plasmenyl-TG(P-18:0_20:3_24:1)+NH4,996.9319,673.6493,613.5554
plasmenyl-TG(P-18:0_20:3_25:0)+NH4,1012.9632,689.6806,613.5554
plasmenyl-TG(P-18:0_20:3_26:0)+NH4,1026.9788,703.6962,613.5554
plasmenyl-TG(P-18:0_20:4_20:4)+NH4,932.8066,611.5397,611.5397
plasmenyl-TG(P-18:0_20:4_20:5)+NH4,930.791,609.5241,611.5397
plasmenyl-TG(P-18:0_20:4_21:0)+NH4,954.8849,633.618,611.5397
plasmenyl-TG(P-18:0_20:4_22:0)+NH4,968.9005,647.6336,611.5397
plasmenyl-TG(P-18:0_20:4_22:1)+NH4,966.8849,645.618,611.5397
plasmenyl-TG(P-18:0_20:4_22:2)+NH4,964.8692,643.6023,611.5397
plasmenyl-TG(P-18:0_20:4_22:3)+NH4,962.8536,641.5867,611.5397
plasmenyl-TG(P-18:0_20:4_22:4)+NH4,960.8379,639.571,611.5397
plasmenyl-TG(P-18:0_20:4_22:5)+NH4,958.8223,637.5554,611.5397
plasmenyl-TG(P-18:0_20:4_22:6)+NH4,956.8066,635.5397,611.5397
plasmenyl-TG(P-18:0_20:4_23:0)+NH4,982.9162,661.6493,611.5397
plasmenyl-TG(P-18:0_20:4_24:0)+NH4,996.9318,675.6649,611.5397
plasmenyl-TG(P-18:0_20:4_24:1)+NH4,994.9162,673.6493,611.5397
plasmenyl-TG(P-18:0_20:4_25:0)+NH4,1010.9475,689.6806,611.5397
plasmenyl-TG(P-18:0_20:4_26:0)+NH4,1024.9631,703.6962,611.5397
plasmenyl-TG(P-18:0_20:5_20:5)+NH4,928.7754,609.5241,609.5241
plasmenyl-TG(P-18:0_20:5_21:0)+NH4,952.8693,633.618,609.5241
plasmenyl-TG(P-18:0_20:5_22:0)+NH4,966.8849,647.6336,609.5241
plasmenyl-TG(P-18:0_20:5_22:1)+NH4,964.8693,645.618,609.5241
plasmenyl-TG(P-18:0_20:5_22:2)+NH4,962.8536,643.6023,609.5241
plasmenyl-TG(P-18:0_20:5_22:3)+NH4,960.838,641.5867,609.5241
plasmenyl-TG(P-18:0_20:5_22:4)+NH4,958.8223,639.571,609.5241
plasmenyl-TG(P-18:0_20:5_22:5)+NH4,956.8067,637.5554,609.5241
plasmenyl-TG(P-18:0_20:5_22:6)+NH4,954.791,635.5397,609.5241
plasmenyl-TG(P-18:0_20:5_23:0)+NH4,980.9006,661.6493,609.5241
plasmenyl-TG(P-18:0_20:5_24:0)+NH4,994.9162,675.6649,609.5241
plasmenyl-TG(P-18:0_20:5_24:1)+NH4,992.9006,673.6493,609.5241
plasmenyl-TG(P-18:0_20:5_25:0)+NH4,1008.9319,689.6806,609.5241
plasmenyl-TG(P-18:0_20:5_26:0)+NH4,1022.9475,703.6962,609.5241
plasmenyl-TG(P-18:0_21:0_21:0)+NH4,976.9632,633.618,633.618
plasmenyl-TG(P-18:0_21:0_22:0)+NH4,990.9788,647.6336,633.618
plasmenyl-TG(P-18:0_21:0_22:1)+NH4,988.9632,645.618,633.618
plasmenyl-TG(P-18:0_21:0_22:2)+NH4,986.9475,643.6023,633.618
plasmenyl-TG(P-18:0_21:0_22:3)+NH4,984.9319,641.5867,633.618
plasmenyl-TG(P-18:0_21:0_22:4)+NH4,982.9162,639.571,633.618
plasmenyl-TG(P-18:0_21:0_22:5)+NH4,980.9006,637.5554,633.618
plasmenyl-TG(P-18:0_21:0_22:6)+NH4,978.8849,635.5397,633.618
plasmenyl-TG(P-18:0_21:0_23:0)+NH4,1004.9945,661.6493,633.618
plasmenyl-TG(P-18:0_21:0_24:0)+NH4,1019.0101,675.6649,633.618
plasmenyl-TG(P-18:0_21:0_24:1)+NH4,1016.9945,673.6493,633.618
plasmenyl-TG(P-18:0_21:0_25:0)+NH4,1033.0258,689.6806,633.618
plasmenyl-TG(P-18:0_21:0_26:0)+NH4,1047.0414,703.6962,633.618
plasmenyl-TG(P-18:0_22:0_22:0)+NH4,1004.9944,647.6336,647.6336
plasmenyl-TG(P-18:0_22:0_22:1)+NH4,1002.9788,645.618,647.6336
plasmenyl-TG(P-18:0_22:0_22:2)+NH4,1000.9631,643.6023,647.6336
plasmenyl-TG(P-18:0_22:0_22:3)+NH4,998.9475,641.5867,647.6336
plasmenyl-TG(P-18:0_22:0_22:4)+NH4,996.9318,639.571,647.6336
plasmenyl-TG(P-18:0_22:0_22:5)+NH4,994.9162,637.5554,647.6336
plasmenyl-TG(P-18:0_22:0_22:6)+NH4,992.9005,635.5397,647.6336
plasmenyl-TG(P-18:0_22:0_23:0)+NH4,1019.0101,661.6493,647.6336
plasmenyl-TG(P-18:0_22:0_24:0)+NH4,1033.0257,675.6649,647.6336
plasmenyl-TG(P-18:0_22:0_24:1)+NH4,1031.0101,673.6493,647.6336
plasmenyl-TG(P-18:0_22:0_25:0)+NH4,1047.0414,689.6806,647.6336
plasmenyl-TG(P-18:0_22:0_26:0)+NH4,1061.057,703.6962,647.6336
plasmenyl-TG(P-18:0_22:1_22:1)+NH4,1000.9632,645.618,645.618
plasmenyl-TG(P-18:0_22:1_22:2)+NH4,998.9475,643.6023,645.618
plasmenyl-TG(P-18:0_22:1_22:3)+NH4,996.9319,641.5867,645.618
plasmenyl-TG(P-18:0_22:1_22:4)+NH4,994.9162,639.571,645.618
plasmenyl-TG(P-18:0_22:1_22:5)+NH4,992.9006,637.5554,645.618
plasmenyl-TG(P-18:0_22:1_22:6)+NH4,990.8849,635.5397,645.618
plasmenyl-TG(P-18:0_22:1_23:0)+NH4,1016.9945,661.6493,645.618
plasmenyl-TG(P-18:0_22:1_24:0)+NH4,1031.0101,675.6649,645.618
plasmenyl-TG(P-18:0_22:1_24:1)+NH4,1028.9945,673.6493,645.618
plasmenyl-TG(P-18:0_22:1_25:0)+NH4,1045.0258,689.6806,645.618
plasmenyl-TG(P-18:0_22:1_26:0)+NH4,1059.0414,703.6962,645.618
plasmenyl-TG(P-18:0_22:2_22:2)+NH4,996.9318,643.6023,643.6023
plasmenyl-TG(P-18:0_22:2_22:3)+NH4,994.9162,641.5867,643.6023
plasmenyl-TG(P-18:0_22:2_22:4)+NH4,992.9005,639.571,643.6023
plasmenyl-TG(P-18:0_22:2_22:5)+NH4,990.8849,637.5554,643.6023
plasmenyl-TG(P-18:0_22:2_22:6)+NH4,988.8692,635.5397,643.6023
plasmenyl-TG(P-18:0_22:2_23:0)+NH4,1014.9788,661.6493,643.6023
plasmenyl-TG(P-18:0_22:2_24:0)+NH4,1028.9944,675.6649,643.6023
plasmenyl-TG(P-18:0_22:2_24:1)+NH4,1026.9788,673.6493,643.6023
plasmenyl-TG(P-18:0_22:2_25:0)+NH4,1043.0101,689.6806,643.6023
plasmenyl-TG(P-18:0_22:2_26:0)+NH4,1057.0257,703.6962,643.6023
plasmenyl-TG(P-18:0_22:3_22:3)+NH4,992.9006,641.5867,641.5867
plasmenyl-TG(P-18:0_22:3_22:4)+NH4,990.8849,639.571,641.5867
plasmenyl-TG(P-18:0_22:3_22:5)+NH4,988.8693,637.5554,641.5867
plasmenyl-TG(P-18:0_22:3_22:6)+NH4,986.8536,635.5397,641.5867
plasmenyl-TG(P-18:0_22:3_23:0)+NH4,1012.9632,661.6493,641.5867
plasmenyl-TG(P-18:0_22:3_24:0)+NH4,1026.9788,675.6649,641.5867
plasmenyl-TG(P-18:0_22:3_24:1)+NH4,1024.9632,673.6493,641.5867
plasmenyl-TG(P-18:0_22:3_25:0)+NH4,1040.9945,689.6806,641.5867
plasmenyl-TG(P-18:0_22:3_26:0)+NH4,1055.0101,703.6962,641.5867
plasmenyl-TG(P-18:0_22:4_22:4)+NH4,988.8692,639.571,639.571
plasmenyl-TG(P-18:0_22:4_22:5)+NH4,986.8536,637.5554,639.571
plasmenyl-TG(P-18:0_22:4_22:6)+NH4,984.8379,635.5397,639.571
plasmenyl-TG(P-18:0_22:4_23:0)+NH4,1010.9475,661.6493,639.571
plasmenyl-TG(P-18:0_22:4_24:0)+NH4,1024.9631,675.6649,639.571
plasmenyl-TG(P-18:0_22:4_24:1)+NH4,1022.9475,673.6493,639.571
plasmenyl-TG(P-18:0_22:4_25:0)+NH4,1038.9788,689.6806,639.571
plasmenyl-TG(P-18:0_22:4_26:0)+NH4,1052.9944,703.6962,639.571
plasmenyl-TG(P-18:0_22:5_22:5)+NH4,984.838,637.5554,637.5554
plasmenyl-TG(P-18:0_22:5_22:6)+NH4,982.8223,635.5397,637.5554
plasmenyl-TG(P-18:0_22:5_23:0)+NH4,1008.9319,661.6493,637.5554
plasmenyl-TG(P-18:0_22:5_24:0)+NH4,1022.9475,675.6649,637.5554
plasmenyl-TG(P-18:0_22:5_24:1)+NH4,1020.9319,673.6493,637.5554
plasmenyl-TG(P-18:0_22:5_25:0)+NH4,1036.9632,689.6806,637.5554
plasmenyl-TG(P-18:0_22:5_26:0)+NH4,1050.9788,703.6962,637.5554
plasmenyl-TG(P-18:0_22:6_22:6)+NH4,980.8066,635.5397,635.5397
plasmenyl-TG(P-18:0_22:6_23:0)+NH4,1006.9162,661.6493,635.5397
plasmenyl-TG(P-18:0_22:6_24:0)+NH4,1020.9318,675.6649,635.5397
plasmenyl-TG(P-18:0_22:6_24:1)+NH4,1018.9162,673.6493,635.5397
plasmenyl-TG(P-18:0_22:6_25:0)+NH4,1034.9475,689.6806,635.5397
plasmenyl-TG(P-18:0_22:6_26:0)+NH4,1048.9631,703.6962,635.5397
plasmenyl-TG(P-18:0_23:0_23:0)+NH4,1033.0258,661.6493,661.6493
plasmenyl-TG(P-18:0_23:0_24:0)+NH4,1047.0414,675.6649,661.6493
plasmenyl-TG(P-18:0_23:0_24:1)+NH4,1045.0258,673.6493,661.6493
plasmenyl-TG(P-18:0_23:0_25:0)+NH4,1061.0571,689.6806,661.6493
plasmenyl-TG(P-18:0_23:0_26:0)+NH4,1075.0727,703.6962,661.6493
plasmenyl-TG(P-18:0_24:0_24:0)+NH4,1061.057,675.6649,675.6649
plasmenyl-TG(P-18:0_24:0_24:1)+NH4,1059.0414,673.6493,675.6649
plasmenyl-TG(P-18:0_24:0_25:0)+NH4,1075.0727,689.6806,675.6649
plasmenyl-TG(P-18:0_24:0_26:0)+NH4,1089.0883,703.6962,675.6649
plasmenyl-TG(P-18:0_24:1_24:1)+NH4,1057.0258,673.6493,673.6493
plasmenyl-TG(P-18:0_24:1_25:0)+NH4,1073.0571,689.6806,673.6493
plasmenyl-TG(P-18:0_24:1_26:0)+NH4,1087.0727,703.6962,673.6493
plasmenyl-TG(P-18:0_25:0_25:0)+NH4,1089.0884,689.6806,689.6806
plasmenyl-TG(P-18:0_25:0_26:0)+NH4,1103.104,703.6962,689.6806
plasmenyl-TG(P-18:0_26:0_26:0)+NH4,1117.1196,703.6962,703.6962
plasmenyl-TG(P-18:1_8:0_8:0)+NH4,610.5406,449.3989,449.3989
plasmenyl-TG(P-18:1_8:0_10:0)+NH4,638.5719,477.4302,449.3989
plasmenyl-TG(P-18:1_8:0_12:0)+NH4,666.6032,505.4615,449.3989
plasmenyl-TG(P-18:1_8:0_13:0)+NH4,680.6189,519.4772,449.3989
plasmenyl-TG(P-18:1_8:0_14:0)+NH4,694.6345,533.4928,449.3989
plasmenyl-TG(P-18:1_8:0_14:1)+NH4,692.6189,531.4772,449.3989
plasmenyl-TG(P-18:1_8:0_15:0)+NH4,708.6502,547.5085,449.3989
plasmenyl-TG(P-18:1_8:0_15:1)+NH4,706.6345,545.4928,449.3989
plasmenyl-TG(P-18:1_8:0_16:0)+NH4,722.6658,561.5241,449.3989
plasmenyl-TG(P-18:1_8:0_16:1)+NH4,720.6502,559.5085,449.3989
plasmenyl-TG(P-18:1_8:0_17:0)+NH4,736.6815,575.5398,449.3989
plasmenyl-TG(P-18:1_8:0_17:1)+NH4,734.6658,573.5241,449.3989
plasmenyl-TG(P-18:1_8:0_17:2)+NH4,732.6502,571.5085,449.3989
plasmenyl-TG(P-18:1_8:0_18:0)+NH4,750.6971,589.5554,449.3989
plasmenyl-TG(P-18:1_8:0_18:1)+NH4,748.6815,587.5398,449.3989
plasmenyl-TG(P-18:1_8:0_18:2)+NH4,746.6658,585.5241,449.3989
plasmenyl-TG(P-18:1_8:0_18:3)+NH4,744.6502,583.5085,449.3989
plasmenyl-TG(P-18:1_8:0_18:4)+NH4,742.6345,581.4928,449.3989
plasmenyl-TG(P-18:1_8:0_19:0)+NH4,764.7128,603.5711,449.3989
plasmenyl-TG(P-18:1_8:0_20:0)+NH4,778.7284,617.5867,449.3989
plasmenyl-TG(P-18:1_8:0_20:1)+NH4,776.7128,615.5711,449.3989
plasmenyl-TG(P-18:1_8:0_20:2)+NH4,774.6971,613.5554,449.3989
plasmenyl-TG(P-18:1_8:0_20:3)+NH4,772.6815,611.5398,449.3989
plasmenyl-TG(P-18:1_8:0_20:4)+NH4,770.6658,609.5241,449.3989
plasmenyl-TG(P-18:1_8:0_20:5)+NH4,768.6502,607.5085,449.3989
plasmenyl-TG(P-18:1_8:0_21:0)+NH4,792.7441,631.6024,449.3989
plasmenyl-TG(P-18:1_8:0_22:0)+NH4,806.7597,645.618,449.3989
plasmenyl-TG(P-18:1_8:0_22:1)+NH4,804.7441,643.6024,449.3989
plasmenyl-TG(P-18:1_8:0_22:2)+NH4,802.7284,641.5867,449.3989
plasmenyl-TG(P-18:1_8:0_22:3)+NH4,800.7128,639.5711,449.3989
plasmenyl-TG(P-18:1_8:0_22:4)+NH4,798.6971,637.5554,449.3989
plasmenyl-TG(P-18:1_8:0_22:5)+NH4,796.6815,635.5398,449.3989
plasmenyl-TG(P-18:1_8:0_22:6)+NH4,794.6658,633.5241,449.3989
plasmenyl-TG(P-18:1_8:0_23:0)+NH4,820.7754,659.6337,449.3989
plasmenyl-TG(P-18:1_8:0_24:0)+NH4,834.791,673.6493,449.3989
plasmenyl-TG(P-18:1_8:0_24:1)+NH4,832.7754,671.6337,449.3989
plasmenyl-TG(P-18:1_8:0_25:0)+NH4,848.8067,687.665,449.3989
plasmenyl-TG(P-18:1_8:0_26:0)+NH4,862.8223,701.6806,449.3989
plasmenyl-TG(P-18:1_10:0_10:0)+NH4,666.6032,477.4302,477.4302
plasmenyl-TG(P-18:1_10:0_12:0)+NH4,694.6345,505.4615,477.4302
plasmenyl-TG(P-18:1_10:0_13:0)+NH4,708.6502,519.4772,477.4302
plasmenyl-TG(P-18:1_10:0_14:0)+NH4,722.6658,533.4928,477.4302
plasmenyl-TG(P-18:1_10:0_14:1)+NH4,720.6502,531.4772,477.4302
plasmenyl-TG(P-18:1_10:0_15:0)+NH4,736.6815,547.5085,477.4302
plasmenyl-TG(P-18:1_10:0_15:1)+NH4,734.6658,545.4928,477.4302
plasmenyl-TG(P-18:1_10:0_16:0)+NH4,750.6971,561.5241,477.4302
plasmenyl-TG(P-18:1_10:0_16:1)+NH4,748.6815,559.5085,477.4302
plasmenyl-TG(P-18:1_10:0_17:0)+NH4,764.7128,575.5398,477.4302
plasmenyl-TG(P-18:1_10:0_17:1)+NH4,762.6971,573.5241,477.4302
plasmenyl-TG(P-18:1_10:0_17:2)+NH4,760.6815,571.5085,477.4302
plasmenyl-TG(P-18:1_10:0_18:0)+NH4,778.7284,589.5554,477.4302
plasmenyl-TG(P-18:1_10:0_18:1)+NH4,776.7128,587.5398,477.4302
plasmenyl-TG(P-18:1_10:0_18:2)+NH4,774.6971,585.5241,477.4302
plasmenyl-TG(P-18:1_10:0_18:3)+NH4,772.6815,583.5085,477.4302
plasmenyl-TG(P-18:1_10:0_18:4)+NH4,770.6658,581.4928,477.4302
plasmenyl-TG(P-18:1_10:0_19:0)+NH4,792.7441,603.5711,477.4302
plasmenyl-TG(P-18:1_10:0_20:0)+NH4,806.7597,617.5867,477.4302
plasmenyl-TG(P-18:1_10:0_20:1)+NH4,804.7441,615.5711,477.4302
plasmenyl-TG(P-18:1_10:0_20:2)+NH4,802.7284,613.5554,477.4302
plasmenyl-TG(P-18:1_10:0_20:3)+NH4,800.7128,611.5398,477.4302
plasmenyl-TG(P-18:1_10:0_20:4)+NH4,798.6971,609.5241,477.4302
plasmenyl-TG(P-18:1_10:0_20:5)+NH4,796.6815,607.5085,477.4302
plasmenyl-TG(P-18:1_10:0_21:0)+NH4,820.7754,631.6024,477.4302
plasmenyl-TG(P-18:1_10:0_22:0)+NH4,834.791,645.618,477.4302
plasmenyl-TG(P-18:1_10:0_22:1)+NH4,832.7754,643.6024,477.4302
plasmenyl-TG(P-18:1_10:0_22:2)+NH4,830.7597,641.5867,477.4302
plasmenyl-TG(P-18:1_10:0_22:3)+NH4,828.7441,639.5711,477.4302
plasmenyl-TG(P-18:1_10:0_22:4)+NH4,826.7284,637.5554,477.4302
plasmenyl-TG(P-18:1_10:0_22:5)+NH4,824.7128,635.5398,477.4302
plasmenyl-TG(P-18:1_10:0_22:6)+NH4,822.6971,633.5241,477.4302
plasmenyl-TG(P-18:1_10:0_23:0)+NH4,848.8067,659.6337,477.4302
plasmenyl-TG(P-18:1_10:0_24:0)+NH4,862.8223,673.6493,477.4302
plasmenyl-TG(P-18:1_10:0_24:1)+NH4,860.8067,671.6337,477.4302
plasmenyl-TG(P-18:1_10:0_25:0)+NH4,876.838,687.665,477.4302
plasmenyl-TG(P-18:1_10:0_26:0)+NH4,890.8536,701.6806,477.4302
plasmenyl-TG(P-18:1_12:0_12:0)+NH4,722.6658,505.4615,505.4615
plasmenyl-TG(P-18:1_12:0_13:0)+NH4,736.6815,519.4772,505.4615
plasmenyl-TG(P-18:1_12:0_14:0)+NH4,750.6971,533.4928,505.4615
plasmenyl-TG(P-18:1_12:0_14:1)+NH4,748.6815,531.4772,505.4615
plasmenyl-TG(P-18:1_12:0_15:0)+NH4,764.7128,547.5085,505.4615
plasmenyl-TG(P-18:1_12:0_15:1)+NH4,762.6971,545.4928,505.4615
plasmenyl-TG(P-18:1_12:0_16:0)+NH4,778.7284,561.5241,505.4615
plasmenyl-TG(P-18:1_12:0_16:1)+NH4,776.7128,559.5085,505.4615
plasmenyl-TG(P-18:1_12:0_17:0)+NH4,792.7441,575.5398,505.4615
plasmenyl-TG(P-18:1_12:0_17:1)+NH4,790.7284,573.5241,505.4615
plasmenyl-TG(P-18:1_12:0_17:2)+NH4,788.7128,571.5085,505.4615
plasmenyl-TG(P-18:1_12:0_18:0)+NH4,806.7597,589.5554,505.4615
plasmenyl-TG(P-18:1_12:0_18:1)+NH4,804.7441,587.5398,505.4615
plasmenyl-TG(P-18:1_12:0_18:2)+NH4,802.7284,585.5241,505.4615
plasmenyl-TG(P-18:1_12:0_18:3)+NH4,800.7128,583.5085,505.4615
plasmenyl-TG(P-18:1_12:0_18:4)+NH4,798.6971,581.4928,505.4615
plasmenyl-TG(P-18:1_12:0_19:0)+NH4,820.7754,603.5711,505.4615
plasmenyl-TG(P-18:1_12:0_20:0)+NH4,834.791,617.5867,505.4615
plasmenyl-TG(P-18:1_12:0_20:1)+NH4,832.7754,615.5711,505.4615
plasmenyl-TG(P-18:1_12:0_20:2)+NH4,830.7597,613.5554,505.4615
plasmenyl-TG(P-18:1_12:0_20:3)+NH4,828.7441,611.5398,505.4615
plasmenyl-TG(P-18:1_12:0_20:4)+NH4,826.7284,609.5241,505.4615
plasmenyl-TG(P-18:1_12:0_20:5)+NH4,824.7128,607.5085,505.4615
plasmenyl-TG(P-18:1_12:0_21:0)+NH4,848.8067,631.6024,505.4615
plasmenyl-TG(P-18:1_12:0_22:0)+NH4,862.8223,645.618,505.4615
plasmenyl-TG(P-18:1_12:0_22:1)+NH4,860.8067,643.6024,505.4615
plasmenyl-TG(P-18:1_12:0_22:2)+NH4,858.791,641.5867,505.4615
plasmenyl-TG(P-18:1_12:0_22:3)+NH4,856.7754,639.5711,505.4615
plasmenyl-TG(P-18:1_12:0_22:4)+NH4,854.7597,637.5554,505.4615
plasmenyl-TG(P-18:1_12:0_22:5)+NH4,852.7441,635.5398,505.4615
plasmenyl-TG(P-18:1_12:0_22:6)+NH4,850.7284,633.5241,505.4615
plasmenyl-TG(P-18:1_12:0_23:0)+NH4,876.838,659.6337,505.4615
plasmenyl-TG(P-18:1_12:0_24:0)+NH4,890.8536,673.6493,505.4615
plasmenyl-TG(P-18:1_12:0_24:1)+NH4,888.838,671.6337,505.4615
plasmenyl-TG(P-18:1_12:0_25:0)+NH4,904.8693,687.665,505.4615
plasmenyl-TG(P-18:1_12:0_26:0)+NH4,918.8849,701.6806,505.4615
plasmenyl-TG(P-18:1_13:0_13:0)+NH4,750.6972,519.4772,519.4772
plasmenyl-TG(P-18:1_13:0_14:0)+NH4,764.7128,533.4928,519.4772
plasmenyl-TG(P-18:1_13:0_14:1)+NH4,762.6972,531.4772,519.4772
plasmenyl-TG(P-18:1_13:0_15:0)+NH4,778.7285,547.5085,519.4772
plasmenyl-TG(P-18:1_13:0_15:1)+NH4,776.7128,545.4928,519.4772
plasmenyl-TG(P-18:1_13:0_16:0)+NH4,792.7441,561.5241,519.4772
plasmenyl-TG(P-18:1_13:0_16:1)+NH4,790.7285,559.5085,519.4772
plasmenyl-TG(P-18:1_13:0_17:0)+NH4,806.7598,575.5398,519.4772
plasmenyl-TG(P-18:1_13:0_17:1)+NH4,804.7441,573.5241,519.4772
