Ganglioside,[M-H]-,Ceramide,M-NeuAc-H,M-Cer-C6H10O5,ion_C11H16NO8
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2595.280894,592.56706,2304.185484,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2623.312194,620.59834,2332.216784,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2651.343494,648.62962,2360.248084,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2679.374795,676.6609,2388.279385,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2649.327844,646.61398,2358.232434,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2677.359144,674.64526,2386.263734,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2685.276203,536.5045,2394.180793,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2713.307503,564.53578,2422.212093,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2741.338803,592.56706,2450.243393,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2769.370103,620.59834,2478.274693,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2797.401403,648.62962,2506.305993,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2825.432703,676.6609,2534.337293,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2795.385753,646.61398,2504.290343,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2823.417053,674.64526,2532.321643,836.69808,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1719.917457,536.5045,1428.822047,698.55732,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1747.948757,564.53578,1456.853347,726.5886,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1775.980057,592.56706,1484.884647,754.61988,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1804.011357,620.59834,1512.915947,782.65116,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1832.042657,648.62962,1540.947247,810.68244,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1860.073958,676.6609,1568.978548,838.71372,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1830.027007,646.61398,1538.931597,808.6668,290.08814
NeuAcalpha2-3GalNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1858.058307,674.64526,1566.962897,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2393.160385,536.5045,2102.064975,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2421.191685,564.53578,2130.096275,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2449.222985,592.56706,2158.127575,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2477.254285,620.59834,2186.158875,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2505.285586,648.62962,2214.190176,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2533.316886,676.6609,2242.221476,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2503.269936,646.61398,2212.174526,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2531.301236,674.64526,2240.205826,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2555.213209,536.5045,2264.117799,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2583.244509,564.53578,2292.149099,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2611.275809,592.56706,2320.180399,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2639.307109,620.59834,2348.211699,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2667.338409,648.62962,2376.242999,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2695.369709,676.6609,2404.274299,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2665.322759,646.61398,2374.227349,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2693.354059,674.64526,2402.258649,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2596.239758,536.5045,2305.144348,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2624.271058,564.53578,2333.175648,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2652.302358,592.56706,2361.206948,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2680.333658,620.59834,2389.238248,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2708.364958,648.62962,2417.269548,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2736.396258,676.6609,2445.300848,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2706.349308,646.61398,2415.253898,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcalpha1-3(Fucalpha1-2)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2734.380608,674.64526,2443.285198,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2247.102476,536.5045,1956.007066,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2275.133776,564.53578,1984.038366,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2303.165077,592.56706,2012.069667,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2331.196377,620.59834,2040.100967,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2359.227677,648.62962,2068.132267,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2387.258977,676.6609,2096.163567,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2357.212027,646.61398,2066.116617,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcalpha1-3(Galbeta1-4GlcNAcbeta1-6)-HGalbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2385.243327,674.64526,2094.147917,836.69808,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1475.811535,536.5045,1184.716125,698.55732,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1503.842835,564.53578,1212.747425,726.5886,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1531.874136,592.56706,1240.778726,754.61988,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1559.905436,620.59834,1268.810026,782.65116,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1587.936736,648.62962,1296.841326,810.68244,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1615.968036,676.6609,1324.872626,838.71372,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1585.921086,646.61398,1294.825676,808.6668,290.08814
KDNalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1613.952386,674.64526,1322.856976,836.69808,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1621.869444,536.5045,1330.774034,698.55732,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1649.900744,564.53578,1358.805334,726.5886,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1677.932044,592.56706,1386.836634,754.61988,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1705.963344,620.59834,1414.867934,782.65116,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1733.994645,648.62962,1442.899235,810.68244,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1762.025945,676.6609,1470.930535,838.71372,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1731.978995,646.61398,1440.883585,808.6668,290.08814
KDNalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1760.010295,674.64526,1468.914885,836.69808,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1475.811535,536.5045,1184.716125,698.55732,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1503.842835,564.53578,1212.747425,726.5886,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1531.874136,592.56706,1240.778726,754.61988,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1559.905436,620.59834,1268.810026,782.65116,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1587.936736,648.62962,1296.841326,810.68244,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1615.968036,676.6609,1324.872626,838.71372,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1585.921086,646.61398,1294.825676,808.6668,290.08814
KDNalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1613.952386,674.64526,1322.856976,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1824.948817,536.5045,1533.853407,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1852.980117,564.53578,1561.884707,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1881.011417,592.56706,1589.916007,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1909.042717,620.59834,1617.947307,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1937.074017,648.62962,1645.978607,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1965.105317,676.6609,1674.009907,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1935.058367,646.61398,1643.962957,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1963.089667,674.64526,1671.994257,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2028.028189,536.5045,1736.932779,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2056.059489,564.53578,1764.964079,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2084.090789,592.56706,1792.995379,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2112.12209,620.59834,1821.02668,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2140.15339,648.62962,1849.05798,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2168.18469,676.6609,1877.08928,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2138.13774,646.61398,1847.04233,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4(Fucalpha1-3)-HGlcNAcbeta1-3Galalpha1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2166.16904,674.64526,1875.07363,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1678.890908,536.5045,1387.795498,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1706.922208,564.53578,1415.826798,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1734.953508,592.56706,1443.858098,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1762.984808,620.59834,1471.889398,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1791.016108,648.62962,1499.920698,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1819.047408,676.6609,1527.951998,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1789.000458,646.61398,1497.905048,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1817.031758,674.64526,1525.936348,836.69808,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1678.890908,536.5045,1387.795498,698.55732,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1706.922208,564.53578,1415.826798,726.5886,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1734.953508,592.56706,1443.858098,754.61988,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1762.984808,620.59834,1471.889398,782.65116,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1791.016108,648.62962,1499.920698,810.68244,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1819.047408,676.6609,1527.951998,838.71372,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1789.000458,646.61398,1497.905048,808.6668,290.08814
NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1817.031758,674.64526,1525.936348,836.69808,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2288.129025,536.5045,1997.033615,698.55732,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2316.160326,564.53578,2025.064916,726.5886,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2344.191626,592.56706,2053.096216,754.61988,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galalpha1-3(NeuAcalpha2-3(GalNAcbeta1-4)-HGalbeta1-4GlcNAcbeta1-6)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2372.222926,620.59834,2081.127516,782.65116,290.08814
