AcylGlcADG,[M+NH4]+,[M-SN3-C6H10O7+H]+,[C6H6O67+SN3+H]+,[SN2+C3H4O2+H]+,[SN1+C3H4O2+H]+,[SN3-H]+
AcylGlcADG(16:4_20:4_18:3)+NH4,1062.725,591.4408,437.2534,361.2737,305.2112,261.2224
AcylGlcADG(16:4_20:4_18:4)+NH4,1060.709,591.4408,435.2377,361.2737,305.2112,259.2067
AcylGlcADG(16:4_20:4_18:5)+NH4,1058.693,591.4408,433.2221,361.2737,305.2112,257.1911
AcylGlcADG(16:4_20:4_20:0)+NH4,1096.803,591.4408,471.3316,361.2737,305.2112,295.3006
AcylGlcADG(16:4_20:4_20:1)+NH4,1094.787,591.4408,469.316,361.2737,305.2112,293.285
AcylGlcADG(16:4_20:4_20:2)+NH4,1092.771,591.4408,467.3003,361.2737,305.2112,291.2693
AcylGlcADG(16:4_20:4_20:3)+NH4,1090.756,591.4408,465.2847,361.2737,305.2112,289.2537
AcylGlcADG(16:4_20:4_20:4)+NH4,1088.74,591.4408,463.269,361.2737,305.2112,287.238
AcylGlcADG(16:4_20:4_20:5)+NH4,1086.725,591.4408,461.2534,361.2737,305.2112,285.2224
AcylGlcADG(16:4_20:4_22:0)+NH4,1124.834,591.4408,499.3629,361.2737,305.2112,323.3319
AcylGlcADG(16:4_20:4_22:1)+NH4,1122.818,591.4408,497.3473,361.2737,305.2112,321.3163
AcylGlcADG(16:4_20:4_22:2)+NH4,1120.803,591.4408,495.3316,361.2737,305.2112,319.3006
AcylGlcADG(16:4_20:4_22:3)+NH4,1118.787,591.4408,493.316,361.2737,305.2112,317.285
AcylGlcADG(16:4_20:4_22:4)+NH4,1116.771,591.4408,491.3003,361.2737,305.2112,315.2693
AcylGlcADG(16:4_20:4_22:5)+NH4,1114.756,591.4408,489.2847,361.2737,305.2112,313.2537
AcylGlcADG(16:4_20:4_22:6)+NH4,1112.74,591.4408,487.269,361.2737,305.2112,311.238
AcylGlcADG(16:4_20:5_12:0)+NH4,982.6619,589.4251,359.2064,359.2581,305.2112,183.1754
AcylGlcADG(16:4_20:5_14:0)+NH4,1010.693,589.4251,387.2377,359.2581,305.2112,211.2067
AcylGlcADG(16:4_20:5_14:1)+NH4,1008.678,589.4251,385.2221,359.2581,305.2112,209.1911
AcylGlcADG(16:4_20:5_16:0)+NH4,1038.725,589.4251,415.269,359.2581,305.2112,239.238
AcylGlcADG(16:4_20:5_16:1)+NH4,1036.709,589.4251,413.2534,359.2581,305.2112,237.2224
AcylGlcADG(16:4_20:5_16:2)+NH4,1034.693,589.4251,411.2377,359.2581,305.2112,235.2067
AcylGlcADG(16:4_20:5_16:3)+NH4,1032.678,589.4251,409.2221,359.2581,305.2112,233.1911
AcylGlcADG(16:4_20:5_16:4)+NH4,1030.662,589.4251,407.2064,359.2581,305.2112,231.1754
AcylGlcADG(16:4_20:5_18:0)+NH4,1066.756,589.4251,443.3003,359.2581,305.2112,267.2693
AcylGlcADG(16:4_20:5_18:1)+NH4,1064.74,589.4251,441.2847,359.2581,305.2112,265.2537
AcylGlcADG(16:4_20:5_18:2)+NH4,1062.725,589.4251,439.269,359.2581,305.2112,263.238
AcylGlcADG(16:4_20:5_18:3)+NH4,1060.709,589.4251,437.2534,359.2581,305.2112,261.2224
AcylGlcADG(16:4_20:5_18:4)+NH4,1058.693,589.4251,435.2377,359.2581,305.2112,259.2067
AcylGlcADG(16:4_20:5_18:5)+NH4,1056.678,589.4251,433.2221,359.2581,305.2112,257.1911
AcylGlcADG(16:4_20:5_20:0)+NH4,1094.787,589.4251,471.3316,359.2581,305.2112,295.3006
AcylGlcADG(16:4_20:5_20:1)+NH4,1092.771,589.4251,469.316,359.2581,305.2112,293.285
AcylGlcADG(16:4_20:5_20:2)+NH4,1090.756,589.4251,467.3003,359.2581,305.2112,291.2693
AcylGlcADG(16:4_20:5_20:3)+NH4,1088.74,589.4251,465.2847,359.2581,305.2112,289.2537
AcylGlcADG(16:4_20:5_20:4)+NH4,1086.725,589.4251,463.269,359.2581,305.2112,287.238
AcylGlcADG(16:4_20:5_20:5)+NH4,1084.709,589.4251,461.2534,359.2581,305.2112,285.2224
AcylGlcADG(16:4_20:5_22:0)+NH4,1122.818,589.4251,499.3629,359.2581,305.2112,323.3319
AcylGlcADG(16:4_20:5_22:1)+NH4,1120.803,589.4251,497.3473,359.2581,305.2112,321.3163
AcylGlcADG(16:4_20:5_22:2)+NH4,1118.787,589.4251,495.3316,359.2581,305.2112,319.3006
AcylGlcADG(16:4_20:5_22:3)+NH4,1116.771,589.4251,493.316,359.2581,305.2112,317.285
AcylGlcADG(16:4_20:5_22:4)+NH4,1114.756,589.4251,491.3003,359.2581,305.2112,315.2693
AcylGlcADG(16:4_20:5_22:5)+NH4,1112.74,589.4251,489.2847,359.2581,305.2112,313.2537
AcylGlcADG(16:4_20:5_22:6)+NH4,1110.725,589.4251,487.269,359.2581,305.2112,311.238
AcylGlcADG(16:4_22:0_12:0)+NH4,1020.771,627.5347,359.2064,397.3676,305.2112,183.1754
AcylGlcADG(16:4_22:0_14:0)+NH4,1048.803,627.5347,387.2377,397.3676,305.2112,211.2067
AcylGlcADG(16:4_22:0_14:1)+NH4,1046.787,627.5347,385.2221,397.3676,305.2112,209.1911
AcylGlcADG(16:4_22:0_16:0)+NH4,1076.834,627.5347,415.269,397.3676,305.2112,239.238
AcylGlcADG(16:4_22:0_16:1)+NH4,1074.818,627.5347,413.2534,397.3676,305.2112,237.2224
AcylGlcADG(16:4_22:0_16:2)+NH4,1072.803,627.5347,411.2377,397.3676,305.2112,235.2067
AcylGlcADG(16:4_22:0_16:3)+NH4,1070.787,627.5347,409.2221,397.3676,305.2112,233.1911
AcylGlcADG(16:4_22:0_16:4)+NH4,1068.771,627.5347,407.2064,397.3676,305.2112,231.1754
AcylGlcADG(16:4_22:0_18:0)+NH4,1104.865,627.5347,443.3003,397.3676,305.2112,267.2693
AcylGlcADG(16:4_22:0_18:1)+NH4,1102.85,627.5347,441.2847,397.3676,305.2112,265.2537
AcylGlcADG(16:4_22:0_18:2)+NH4,1100.834,627.5347,439.269,397.3676,305.2112,263.238
AcylGlcADG(16:4_22:0_18:3)+NH4,1098.818,627.5347,437.2534,397.3676,305.2112,261.2224
AcylGlcADG(16:4_22:0_18:4)+NH4,1096.803,627.5347,435.2377,397.3676,305.2112,259.2067
AcylGlcADG(16:4_22:0_18:5)+NH4,1094.787,627.5347,433.2221,397.3676,305.2112,257.1911
AcylGlcADG(16:4_22:0_20:0)+NH4,1132.897,627.5347,471.3316,397.3676,305.2112,295.3006
AcylGlcADG(16:4_22:0_20:1)+NH4,1130.881,627.5347,469.316,397.3676,305.2112,293.285
AcylGlcADG(16:4_22:0_20:2)+NH4,1128.865,627.5347,467.3003,397.3676,305.2112,291.2693
AcylGlcADG(16:4_22:0_20:3)+NH4,1126.85,627.5347,465.2847,397.3676,305.2112,289.2537
AcylGlcADG(16:4_22:0_20:4)+NH4,1124.834,627.5347,463.269,397.3676,305.2112,287.238
AcylGlcADG(16:4_22:0_20:5)+NH4,1122.818,627.5347,461.2534,397.3676,305.2112,285.2224
AcylGlcADG(16:4_22:0_22:0)+NH4,1160.928,627.5347,499.3629,397.3676,305.2112,323.3319
AcylGlcADG(16:4_22:0_22:1)+NH4,1158.912,627.5347,497.3473,397.3676,305.2112,321.3163
AcylGlcADG(16:4_22:0_22:2)+NH4,1156.897,627.5347,495.3316,397.3676,305.2112,319.3006
AcylGlcADG(16:4_22:0_22:3)+NH4,1154.881,627.5347,493.316,397.3676,305.2112,317.285
AcylGlcADG(16:4_22:0_22:4)+NH4,1152.865,627.5347,491.3003,397.3676,305.2112,315.2693
AcylGlcADG(16:4_22:0_22:5)+NH4,1150.85,627.5347,489.2847,397.3676,305.2112,313.2537
AcylGlcADG(16:4_22:0_22:6)+NH4,1148.834,627.5347,487.269,397.3676,305.2112,311.238
AcylGlcADG(16:4_22:1_12:0)+NH4,1018.756,625.519,359.2064,395.352,305.2112,183.1754
AcylGlcADG(16:4_22:1_14:0)+NH4,1046.787,625.519,387.2377,395.352,305.2112,211.2067
AcylGlcADG(16:4_22:1_14:1)+NH4,1044.771,625.519,385.2221,395.352,305.2112,209.1911
AcylGlcADG(16:4_22:1_16:0)+NH4,1074.818,625.519,415.269,395.352,305.2112,239.238
AcylGlcADG(16:4_22:1_16:1)+NH4,1072.803,625.519,413.2534,395.352,305.2112,237.2224
AcylGlcADG(16:4_22:1_16:2)+NH4,1070.787,625.519,411.2377,395.352,305.2112,235.2067
AcylGlcADG(16:4_22:1_16:3)+NH4,1068.771,625.519,409.2221,395.352,305.2112,233.1911
AcylGlcADG(16:4_22:1_16:4)+NH4,1066.756,625.519,407.2064,395.352,305.2112,231.1754
AcylGlcADG(16:4_22:1_18:0)+NH4,1102.85,625.519,443.3003,395.352,305.2112,267.2693
AcylGlcADG(16:4_22:1_18:1)+NH4,1100.834,625.519,441.2847,395.352,305.2112,265.2537
AcylGlcADG(16:4_22:1_18:2)+NH4,1098.818,625.519,439.269,395.352,305.2112,263.238
AcylGlcADG(16:4_22:1_18:3)+NH4,1096.803,625.519,437.2534,395.352,305.2112,261.2224
AcylGlcADG(16:4_22:1_18:4)+NH4,1094.787,625.519,435.2377,395.352,305.2112,259.2067
AcylGlcADG(16:4_22:1_18:5)+NH4,1092.771,625.519,433.2221,395.352,305.2112,257.1911
AcylGlcADG(16:4_22:1_20:0)+NH4,1130.881,625.519,471.3316,395.352,305.2112,295.3006
AcylGlcADG(16:4_22:1_20:1)+NH4,1128.865,625.519,469.316,395.352,305.2112,293.285
AcylGlcADG(16:4_22:1_20:2)+NH4,1126.85,625.519,467.3003,395.352,305.2112,291.2693
AcylGlcADG(16:4_22:1_20:3)+NH4,1124.834,625.519,465.2847,395.352,305.2112,289.2537
AcylGlcADG(16:4_22:1_20:4)+NH4,1122.818,625.519,463.269,395.352,305.2112,287.238
AcylGlcADG(16:4_22:1_20:5)+NH4,1120.803,625.519,461.2534,395.352,305.2112,285.2224
AcylGlcADG(16:4_22:1_22:0)+NH4,1158.912,625.519,499.3629,395.352,305.2112,323.3319
AcylGlcADG(16:4_22:1_22:1)+NH4,1156.897,625.519,497.3473,395.352,305.2112,321.3163
AcylGlcADG(16:4_22:1_22:2)+NH4,1154.881,625.519,495.3316,395.352,305.2112,319.3006
AcylGlcADG(16:4_22:1_22:3)+NH4,1152.865,625.519,493.316,395.352,305.2112,317.285
AcylGlcADG(16:4_22:1_22:4)+NH4,1150.85,625.519,491.3003,395.352,305.2112,315.2693
AcylGlcADG(16:4_22:1_22:5)+NH4,1148.834,625.519,489.2847,395.352,305.2112,313.2537
AcylGlcADG(16:4_22:1_22:6)+NH4,1146.818,625.519,487.269,395.352,305.2112,311.238
AcylGlcADG(16:4_22:2_12:0)+NH4,1016.74,623.5034,359.2064,393.3363,305.2112,183.1754
AcylGlcADG(16:4_22:2_14:0)+NH4,1044.771,623.5034,387.2377,393.3363,305.2112,211.2067
AcylGlcADG(16:4_22:2_14:1)+NH4,1042.756,623.5034,385.2221,393.3363,305.2112,209.1911
AcylGlcADG(16:4_22:2_16:0)+NH4,1072.803,623.5034,415.269,393.3363,305.2112,239.238
AcylGlcADG(16:4_22:2_16:1)+NH4,1070.787,623.5034,413.2534,393.3363,305.2112,237.2224
AcylGlcADG(16:4_22:2_16:2)+NH4,1068.771,623.5034,411.2377,393.3363,305.2112,235.2067
AcylGlcADG(16:4_22:2_16:3)+NH4,1066.756,623.5034,409.2221,393.3363,305.2112,233.1911
AcylGlcADG(16:4_22:2_16:4)+NH4,1064.74,623.5034,407.2064,393.3363,305.2112,231.1754
AcylGlcADG(16:4_22:2_18:0)+NH4,1100.834,623.5034,443.3003,393.3363,305.2112,267.2693
AcylGlcADG(16:4_22:2_18:1)+NH4,1098.818,623.5034,441.2847,393.3363,305.2112,265.2537
AcylGlcADG(16:4_22:2_18:2)+NH4,1096.803,623.5034,439.269,393.3363,305.2112,263.238
AcylGlcADG(16:4_22:2_18:3)+NH4,1094.787,623.5034,437.2534,393.3363,305.2112,261.2224
AcylGlcADG(16:4_22:2_18:4)+NH4,1092.771,623.5034,435.2377,393.3363,305.2112,259.2067
AcylGlcADG(16:4_22:2_18:5)+NH4,1090.756,623.5034,433.2221,393.3363,305.2112,257.1911
AcylGlcADG(16:4_22:2_20:0)+NH4,1128.865,623.5034,471.3316,393.3363,305.2112,295.3006
AcylGlcADG(16:4_22:2_20:1)+NH4,1126.85,623.5034,469.316,393.3363,305.2112,293.285
AcylGlcADG(16:4_22:2_20:2)+NH4,1124.834,623.5034,467.3003,393.3363,305.2112,291.2693
AcylGlcADG(16:4_22:2_20:3)+NH4,1122.818,623.5034,465.2847,393.3363,305.2112,289.2537
AcylGlcADG(16:4_22:2_20:4)+NH4,1120.803,623.5034,463.269,393.3363,305.2112,287.238
AcylGlcADG(16:4_22:2_20:5)+NH4,1118.787,623.5034,461.2534,393.3363,305.2112,285.2224
AcylGlcADG(16:4_22:2_22:0)+NH4,1156.897,623.5034,499.3629,393.3363,305.2112,323.3319
AcylGlcADG(16:4_22:2_22:1)+NH4,1154.881,623.5034,497.3473,393.3363,305.2112,321.3163
AcylGlcADG(16:4_22:2_22:2)+NH4,1152.865,623.5034,495.3316,393.3363,305.2112,319.3006
AcylGlcADG(16:4_22:2_22:3)+NH4,1150.85,623.5034,493.316,393.3363,305.2112,317.285
AcylGlcADG(16:4_22:2_22:4)+NH4,1148.834,623.5034,491.3003,393.3363,305.2112,315.2693
AcylGlcADG(16:4_22:2_22:5)+NH4,1146.818,623.5034,489.2847,393.3363,305.2112,313.2537
AcylGlcADG(16:4_22:2_22:6)+NH4,1144.803,623.5034,487.269,393.3363,305.2112,311.238
AcylGlcADG(16:4_22:3_12:0)+NH4,1014.725,621.4877,359.2064,391.3207,305.2112,183.1754
AcylGlcADG(16:4_22:3_14:0)+NH4,1042.756,621.4877,387.2377,391.3207,305.2112,211.2067
AcylGlcADG(16:4_22:3_14:1)+NH4,1040.74,621.4877,385.2221,391.3207,305.2112,209.1911
AcylGlcADG(16:4_22:3_16:0)+NH4,1070.787,621.4877,415.269,391.3207,305.2112,239.238
AcylGlcADG(16:4_22:3_16:1)+NH4,1068.771,621.4877,413.2534,391.3207,305.2112,237.2224
AcylGlcADG(16:4_22:3_16:2)+NH4,1066.756,621.4877,411.2377,391.3207,305.2112,235.2067
AcylGlcADG(16:4_22:3_16:3)+NH4,1064.74,621.4877,409.2221,391.3207,305.2112,233.1911
AcylGlcADG(16:4_22:3_16:4)+NH4,1062.725,621.4877,407.2064,391.3207,305.2112,231.1754
AcylGlcADG(16:4_22:3_18:0)+NH4,1098.818,621.4877,443.3003,391.3207,305.2112,267.2693
AcylGlcADG(16:4_22:3_18:1)+NH4,1096.803,621.4877,441.2847,391.3207,305.2112,265.2537
AcylGlcADG(16:4_22:3_18:2)+NH4,1094.787,621.4877,439.269,391.3207,305.2112,263.238
AcylGlcADG(16:4_22:3_18:3)+NH4,1092.771,621.4877,437.2534,391.3207,305.2112,261.2224
AcylGlcADG(16:4_22:3_18:4)+NH4,1090.756,621.4877,435.2377,391.3207,305.2112,259.2067
AcylGlcADG(16:4_22:3_18:5)+NH4,1088.74,621.4877,433.2221,391.3207,305.2112,257.1911
AcylGlcADG(16:4_22:3_20:0)+NH4,1126.85,621.4877,471.3316,391.3207,305.2112,295.3006
AcylGlcADG(16:4_22:3_20:1)+NH4,1124.834,621.4877,469.316,391.3207,305.2112,293.285
AcylGlcADG(16:4_22:3_20:2)+NH4,1122.818,621.4877,467.3003,391.3207,305.2112,291.2693
AcylGlcADG(16:4_22:3_20:3)+NH4,1120.803,621.4877,465.2847,391.3207,305.2112,289.2537
AcylGlcADG(16:4_22:3_20:4)+NH4,1118.787,621.4877,463.269,391.3207,305.2112,287.238
AcylGlcADG(16:4_22:3_20:5)+NH4,1116.771,621.4877,461.2534,391.3207,305.2112,285.2224
AcylGlcADG(16:4_22:3_22:0)+NH4,1154.881,621.4877,499.3629,391.3207,305.2112,323.3319
AcylGlcADG(16:4_22:3_22:1)+NH4,1152.865,621.4877,497.3473,391.3207,305.2112,321.3163
AcylGlcADG(16:4_22:3_22:2)+NH4,1150.85,621.4877,495.3316,391.3207,305.2112,319.3006
AcylGlcADG(16:4_22:3_22:3)+NH4,1148.834,621.4877,493.316,391.3207,305.2112,317.285
AcylGlcADG(16:4_22:3_22:4)+NH4,1146.818,621.4877,491.3003,391.3207,305.2112,315.2693
AcylGlcADG(16:4_22:3_22:5)+NH4,1144.803,621.4877,489.2847,391.3207,305.2112,313.2537
AcylGlcADG(16:4_22:3_22:6)+NH4,1142.787,621.4877,487.269,391.3207,305.2112,311.238
AcylGlcADG(16:4_22:4_12:0)+NH4,1012.709,619.4721,359.2064,389.3051,305.2112,183.1754
AcylGlcADG(16:4_22:4_14:0)+NH4,1040.74,619.4721,387.2377,389.3051,305.2112,211.2067
AcylGlcADG(16:4_22:4_14:1)+NH4,1038.725,619.4721,385.2221,389.3051,305.2112,209.1911
AcylGlcADG(16:4_22:4_16:0)+NH4,1068.771,619.4721,415.269,389.3051,305.2112,239.238
AcylGlcADG(16:4_22:4_16:1)+NH4,1066.756,619.4721,413.2534,389.3051,305.2112,237.2224
AcylGlcADG(16:4_22:4_16:2)+NH4,1064.74,619.4721,411.2377,389.3051,305.2112,235.2067
AcylGlcADG(16:4_22:4_16:3)+NH4,1062.725,619.4721,409.2221,389.3051,305.2112,233.1911
AcylGlcADG(16:4_22:4_16:4)+NH4,1060.709,619.4721,407.2064,389.3051,305.2112,231.1754
AcylGlcADG(16:4_22:4_18:0)+NH4,1096.803,619.4721,443.3003,389.3051,305.2112,267.2693
AcylGlcADG(16:4_22:4_18:1)+NH4,1094.787,619.4721,441.2847,389.3051,305.2112,265.2537
AcylGlcADG(16:4_22:4_18:2)+NH4,1092.771,619.4721,439.269,389.3051,305.2112,263.238
AcylGlcADG(16:4_22:4_18:3)+NH4,1090.756,619.4721,437.2534,389.3051,305.2112,261.2224
AcylGlcADG(16:4_22:4_18:4)+NH4,1088.74,619.4721,435.2377,389.3051,305.2112,259.2067
AcylGlcADG(16:4_22:4_18:5)+NH4,1086.725,619.4721,433.2221,389.3051,305.2112,257.1911
AcylGlcADG(16:4_22:4_20:0)+NH4,1124.834,619.4721,471.3316,389.3051,305.2112,295.3006
AcylGlcADG(16:4_22:4_20:1)+NH4,1122.818,619.4721,469.316,389.3051,305.2112,293.285
AcylGlcADG(16:4_22:4_20:2)+NH4,1120.803,619.4721,467.3003,389.3051,305.2112,291.2693
AcylGlcADG(16:4_22:4_20:3)+NH4,1118.787,619.4721,465.2847,389.3051,305.2112,289.2537
AcylGlcADG(16:4_22:4_20:4)+NH4,1116.771,619.4721,463.269,389.3051,305.2112,287.238
AcylGlcADG(16:4_22:4_20:5)+NH4,1114.756,619.4721,461.2534,389.3051,305.2112,285.2224
AcylGlcADG(16:4_22:4_22:0)+NH4,1152.865,619.4721,499.3629,389.3051,305.2112,323.3319
AcylGlcADG(16:4_22:4_22:1)+NH4,1150.85,619.4721,497.3473,389.3051,305.2112,321.3163
AcylGlcADG(16:4_22:4_22:2)+NH4,1148.834,619.4721,495.3316,389.3051,305.2112,319.3006
AcylGlcADG(16:4_22:4_22:3)+NH4,1146.818,619.4721,493.316,389.3051,305.2112,317.285
AcylGlcADG(16:4_22:4_22:4)+NH4,1144.803,619.4721,491.3003,389.3051,305.2112,315.2693
AcylGlcADG(16:4_22:4_22:5)+NH4,1142.787,619.4721,489.2847,389.3051,305.2112,313.2537
AcylGlcADG(16:4_22:4_22:6)+NH4,1140.771,619.4721,487.269,389.3051,305.2112,311.238
AcylGlcADG(16:4_22:5_12:0)+NH4,1010.693,617.4564,359.2064,387.2894,305.2112,183.1754
AcylGlcADG(16:4_22:5_14:0)+NH4,1038.725,617.4564,387.2377,387.2894,305.2112,211.2067
AcylGlcADG(16:4_22:5_14:1)+NH4,1036.709,617.4564,385.2221,387.2894,305.2112,209.1911
AcylGlcADG(16:4_22:5_16:0)+NH4,1066.756,617.4564,415.269,387.2894,305.2112,239.238
AcylGlcADG(16:4_22:5_16:1)+NH4,1064.74,617.4564,413.2534,387.2894,305.2112,237.2224
AcylGlcADG(16:4_22:5_16:2)+NH4,1062.725,617.4564,411.2377,387.2894,305.2112,235.2067
AcylGlcADG(16:4_22:5_16:3)+NH4,1060.709,617.4564,409.2221,387.2894,305.2112,233.1911
AcylGlcADG(16:4_22:5_16:4)+NH4,1058.693,617.4564,407.2064,387.2894,305.2112,231.1754
AcylGlcADG(16:4_22:5_18:0)+NH4,1094.787,617.4564,443.3003,387.2894,305.2112,267.2693
AcylGlcADG(16:4_22:5_18:1)+NH4,1092.771,617.4564,441.2847,387.2894,305.2112,265.2537
AcylGlcADG(16:4_22:5_18:2)+NH4,1090.756,617.4564,439.269,387.2894,305.2112,263.238
AcylGlcADG(16:4_22:5_18:3)+NH4,1088.74,617.4564,437.2534,387.2894,305.2112,261.2224
AcylGlcADG(16:4_22:5_18:4)+NH4,1086.725,617.4564,435.2377,387.2894,305.2112,259.2067
AcylGlcADG(16:4_22:5_18:5)+NH4,1084.709,617.4564,433.2221,387.2894,305.2112,257.1911
AcylGlcADG(16:4_22:5_20:0)+NH4,1122.818,617.4564,471.3316,387.2894,305.2112,295.3006
AcylGlcADG(16:4_22:5_20:1)+NH4,1120.803,617.4564,469.316,387.2894,305.2112,293.285
AcylGlcADG(16:4_22:5_20:2)+NH4,1118.787,617.4564,467.3003,387.2894,305.2112,291.2693
AcylGlcADG(16:4_22:5_20:3)+NH4,1116.771,617.4564,465.2847,387.2894,305.2112,289.2537
AcylGlcADG(16:4_22:5_20:4)+NH4,1114.756,617.4564,463.269,387.2894,305.2112,287.238
AcylGlcADG(16:4_22:5_20:5)+NH4,1112.74,617.4564,461.2534,387.2894,305.2112,285.2224
AcylGlcADG(16:4_22:5_22:0)+NH4,1150.85,617.4564,499.3629,387.2894,305.2112,323.3319
AcylGlcADG(16:4_22:5_22:1)+NH4,1148.834,617.4564,497.3473,387.2894,305.2112,321.3163
AcylGlcADG(16:4_22:5_22:2)+NH4,1146.818,617.4564,495.3316,387.2894,305.2112,319.3006
AcylGlcADG(16:4_22:5_22:3)+NH4,1144.803,617.4564,493.316,387.2894,305.2112,317.285
AcylGlcADG(16:4_22:5_22:4)+NH4,1142.787,617.4564,491.3003,387.2894,305.2112,315.2693
AcylGlcADG(16:4_22:5_22:5)+NH4,1140.771,617.4564,489.2847,387.2894,305.2112,313.2537
AcylGlcADG(16:4_22:5_22:6)+NH4,1138.756,617.4564,487.269,387.2894,305.2112,311.238
AcylGlcADG(16:4_22:6_12:0)+NH4,1008.678,615.4408,359.2064,385.2737,305.2112,183.1754
AcylGlcADG(16:4_22:6_14:0)+NH4,1036.709,615.4408,387.2377,385.2737,305.2112,211.2067
AcylGlcADG(16:4_22:6_14:1)+NH4,1034.693,615.4408,385.2221,385.2737,305.2112,209.1911
AcylGlcADG(16:4_22:6_16:0)+NH4,1064.74,615.4408,415.269,385.2737,305.2112,239.238
AcylGlcADG(16:4_22:6_16:1)+NH4,1062.725,615.4408,413.2534,385.2737,305.2112,237.2224
AcylGlcADG(16:4_22:6_16:2)+NH4,1060.709,615.4408,411.2377,385.2737,305.2112,235.2067
AcylGlcADG(16:4_22:6_16:3)+NH4,1058.693,615.4408,409.2221,385.2737,305.2112,233.1911
AcylGlcADG(16:4_22:6_16:4)+NH4,1056.678,615.4408,407.2064,385.2737,305.2112,231.1754
AcylGlcADG(16:4_22:6_18:0)+NH4,1092.771,615.4408,443.3003,385.2737,305.2112,267.2693
AcylGlcADG(16:4_22:6_18:1)+NH4,1090.756,615.4408,441.2847,385.2737,305.2112,265.2537
AcylGlcADG(16:4_22:6_18:2)+NH4,1088.74,615.4408,439.269,385.2737,305.2112,263.238
AcylGlcADG(16:4_22:6_18:3)+NH4,1086.725,615.4408,437.2534,385.2737,305.2112,261.2224
AcylGlcADG(16:4_22:6_18:4)+NH4,1084.709,615.4408,435.2377,385.2737,305.2112,259.2067
AcylGlcADG(16:4_22:6_18:5)+NH4,1082.693,615.4408,433.2221,385.2737,305.2112,257.1911
AcylGlcADG(16:4_22:6_20:0)+NH4,1120.803,615.4408,471.3316,385.2737,305.2112,295.3006
AcylGlcADG(16:4_22:6_20:1)+NH4,1118.787,615.4408,469.316,385.2737,305.2112,293.285
AcylGlcADG(16:4_22:6_20:2)+NH4,1116.771,615.4408,467.3003,385.2737,305.2112,291.2693
AcylGlcADG(16:4_22:6_20:3)+NH4,1114.756,615.4408,465.2847,385.2737,305.2112,289.2537
AcylGlcADG(16:4_22:6_20:4)+NH4,1112.74,615.4408,463.269,385.2737,305.2112,287.238
AcylGlcADG(16:4_22:6_20:5)+NH4,1110.725,615.4408,461.2534,385.2737,305.2112,285.2224
AcylGlcADG(16:4_22:6_22:0)+NH4,1148.834,615.4408,499.3629,385.2737,305.2112,323.3319
AcylGlcADG(16:4_22:6_22:1)+NH4,1146.818,615.4408,497.3473,385.2737,305.2112,321.3163
AcylGlcADG(16:4_22:6_22:2)+NH4,1144.803,615.4408,495.3316,385.2737,305.2112,319.3006
AcylGlcADG(16:4_22:6_22:3)+NH4,1142.787,615.4408,493.316,385.2737,305.2112,317.285
AcylGlcADG(16:4_22:6_22:4)+NH4,1140.771,615.4408,491.3003,385.2737,305.2112,315.2693
AcylGlcADG(16:4_22:6_22:5)+NH4,1138.756,615.4408,489.2847,385.2737,305.2112,313.2537
AcylGlcADG(16:4_22:6_22:6)+NH4,1136.74,615.4408,487.269,385.2737,305.2112,311.238
AcylGlcADG(18:0_18:0_12:0)+NH4,1000.803,607.566,359.2064,341.3051,341.3051,183.1754
AcylGlcADG(18:0_18:0_14:0)+NH4,1028.834,607.566,387.2377,341.3051,341.3051,211.2067
AcylGlcADG(18:0_18:0_14:1)+NH4,1026.818,607.566,385.2221,341.3051,341.3051,209.1911
AcylGlcADG(18:0_18:0_16:0)+NH4,1056.865,607.566,415.269,341.3051,341.3051,239.238
AcylGlcADG(18:0_18:0_16:1)+NH4,1054.85,607.566,413.2534,341.3051,341.3051,237.2224
AcylGlcADG(18:0_18:0_16:2)+NH4,1052.834,607.566,411.2377,341.3051,341.3051,235.2067
AcylGlcADG(18:0_18:0_16:3)+NH4,1050.818,607.566,409.2221,341.3051,341.3051,233.1911
AcylGlcADG(18:0_18:0_16:4)+NH4,1048.803,607.566,407.2064,341.3051,341.3051,231.1754
AcylGlcADG(18:0_18:0_18:0)+NH4,1084.897,607.566,443.3003,341.3051,341.3051,267.2693
AcylGlcADG(18:0_18:0_18:1)+NH4,1082.881,607.566,441.2847,341.3051,341.3051,265.2537
AcylGlcADG(18:0_18:0_18:2)+NH4,1080.865,607.566,439.269,341.3051,341.3051,263.238
AcylGlcADG(18:0_18:0_18:3)+NH4,1078.85,607.566,437.2534,341.3051,341.3051,261.2224
AcylGlcADG(18:0_18:0_18:4)+NH4,1076.834,607.566,435.2377,341.3051,341.3051,259.2067
AcylGlcADG(18:0_18:0_18:5)+NH4,1074.818,607.566,433.2221,341.3051,341.3051,257.1911
AcylGlcADG(18:0_18:0_20:0)+NH4,1112.928,607.566,471.3316,341.3051,341.3051,295.3006
AcylGlcADG(18:0_18:0_20:1)+NH4,1110.912,607.566,469.316,341.3051,341.3051,293.285
AcylGlcADG(18:0_18:0_20:2)+NH4,1108.897,607.566,467.3003,341.3051,341.3051,291.2693
AcylGlcADG(18:0_18:0_20:3)+NH4,1106.881,607.566,465.2847,341.3051,341.3051,289.2537
AcylGlcADG(18:0_18:0_20:4)+NH4,1104.865,607.566,463.269,341.3051,341.3051,287.238
