ether-TG,[M+NH4]+,NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmenyl-TG(P-18:0_17:2_22:3)+NH4,924.838,641.5867,573.5241,249.22134,317.28394,323.2581364,391.3207364,305.2475714,373.3101714
plasmenyl-TG(P-18:0_17:2_22:4)+NH4,922.8223,639.571,573.5241,249.22134,315.26824,323.2581364,389.3050364,305.2475714,371.2944714
plasmenyl-TG(P-18:0_17:2_22:5)+NH4,920.8067,637.5554,573.5241,249.22134,313.25264,323.2581364,387.2894364,305.2475714,369.2788714
plasmenyl-TG(P-18:0_17:2_22:6)+NH4,918.791,635.5397,573.5241,249.22134,311.23694,323.2581364,385.2737364,305.2475714,367.2631714
plasmenyl-TG(P-18:0_17:2_23:0)+NH4,944.9006,661.6493,573.5241,249.22134,337.34654,323.2581364,411.3833364,305.2475714,393.3727714
plasmenyl-TG(P-18:0_17:2_24:0)+NH4,958.9162,675.6649,573.5241,249.22134,351.36214,323.2581364,425.3989364,305.2475714,407.3883714
plasmenyl-TG(P-18:0_17:2_24:1)+NH4,956.9006,673.6493,573.5241,249.22134,349.34654,323.2581364,423.3833364,305.2475714,405.3727714
plasmenyl-TG(P-18:0_17:2_25:0)+NH4,972.9319,689.6806,573.5241,249.22134,365.37784,323.2581364,439.4146364,305.2475714,421.4040714
plasmenyl-TG(P-18:0_17:2_26:0)+NH4,986.9475,703.6962,573.5241,249.22134,379.39344,323.2581364,453.4302364,305.2475714,435.4196714
plasmenyl-TG(P-18:0_18:0_18:0)+NH4,892.8692,591.571,591.571,267.26824,267.26824,341.3050364,341.3050364,323.2944714,323.2944714
plasmenyl-TG(P-18:0_18:0_18:1)+NH4,890.8536,589.5554,591.571,267.26824,265.25264,341.3050364,339.2894364,323.2944714,321.2788714
plasmenyl-TG(P-18:0_18:0_18:2)+NH4,888.8379,587.5397,591.571,267.26824,263.23694,341.3050364,337.2737364,323.2944714,319.2631714
plasmenyl-TG(P-18:0_18:0_18:3)+NH4,886.8223,585.5241,591.571,267.26824,261.22134,341.3050364,335.2581364,323.2944714,317.2475714
plasmenyl-TG(P-18:0_18:0_18:4)+NH4,884.8066,583.5084,591.571,267.26824,259.20564,341.3050364,333.2424364,323.2944714,315.2318714
plasmenyl-TG(P-18:0_18:0_19:0)+NH4,906.8849,605.5867,591.571,267.26824,281.28394,341.3050364,355.3207364,323.2944714,337.3101714
plasmenyl-TG(P-18:0_18:0_20:0)+NH4,920.9005,619.6023,591.571,267.26824,295.29954,341.3050364,369.3363364,323.2944714,351.3257714
plasmenyl-TG(P-18:0_18:0_20:1)+NH4,918.8849,617.5867,591.571,267.26824,293.28394,341.3050364,367.3207364,323.2944714,349.3101714
plasmenyl-TG(P-18:0_18:0_20:2)+NH4,916.8692,615.571,591.571,267.26824,291.26824,341.3050364,365.3050364,323.2944714,347.2944714
plasmenyl-TG(P-18:0_18:0_20:3)+NH4,914.8536,613.5554,591.571,267.26824,289.25264,341.3050364,363.2894364,323.2944714,345.2788714
plasmenyl-TG(P-18:0_18:0_20:4)+NH4,912.8379,611.5397,591.571,267.26824,287.23694,341.3050364,361.2737364,323.2944714,343.2631714
plasmenyl-TG(P-18:0_18:0_20:5)+NH4,910.8223,609.5241,591.571,267.26824,285.22134,341.3050364,359.2581364,323.2944714,341.2475714
plasmenyl-TG(P-18:0_18:0_21:0)+NH4,934.9162,633.618,591.571,267.26824,309.31524,341.3050364,383.3520364,323.2944714,365.3414714
plasmenyl-TG(P-18:0_18:0_22:0)+NH4,948.9318,647.6336,591.571,267.26824,323.33084,341.3050364,397.3676364,323.2944714,379.3570714
plasmenyl-TG(P-18:0_18:0_22:1)+NH4,946.9162,645.618,591.571,267.26824,321.31524,341.3050364,395.3520364,323.2944714,377.3414714
plasmenyl-TG(P-18:0_18:0_22:2)+NH4,944.9005,643.6023,591.571,267.26824,319.29954,341.3050364,393.3363364,323.2944714,375.3257714
plasmenyl-TG(P-18:0_18:0_22:3)+NH4,942.8849,641.5867,591.571,267.26824,317.28394,341.3050364,391.3207364,323.2944714,373.3101714
plasmenyl-TG(P-18:0_18:0_22:4)+NH4,940.8692,639.571,591.571,267.26824,315.26824,341.3050364,389.3050364,323.2944714,371.2944714
plasmenyl-TG(P-18:0_18:0_22:5)+NH4,938.8536,637.5554,591.571,267.26824,313.25264,341.3050364,387.2894364,323.2944714,369.2788714
plasmenyl-TG(P-18:0_18:0_22:6)+NH4,936.8379,635.5397,591.571,267.26824,311.23694,341.3050364,385.2737364,323.2944714,367.2631714
plasmenyl-TG(P-18:0_18:0_23:0)+NH4,962.9475,661.6493,591.571,267.26824,337.34654,341.3050364,411.3833364,323.2944714,393.3727714
plasmenyl-TG(P-18:0_18:0_24:0)+NH4,976.9631,675.6649,591.571,267.26824,351.36214,341.3050364,425.3989364,323.2944714,407.3883714
plasmenyl-TG(P-18:0_18:0_24:1)+NH4,974.9475,673.6493,591.571,267.26824,349.34654,341.3050364,423.3833364,323.2944714,405.3727714
plasmenyl-TG(P-18:0_18:0_25:0)+NH4,990.9788,689.6806,591.571,267.26824,365.37784,341.3050364,439.4146364,323.2944714,421.4040714
plasmenyl-TG(P-18:0_18:0_26:0)+NH4,1004.9944,703.6962,591.571,267.26824,379.39344,341.3050364,453.4302364,323.2944714,435.4196714
plasmenyl-TG(P-18:0_18:1_18:1)+NH4,888.838,589.5554,589.5554,265.25264,265.25264,339.2894364,339.2894364,321.2788714,321.2788714
plasmenyl-TG(P-18:0_18:1_18:2)+NH4,886.8223,587.5397,589.5554,265.25264,263.23694,339.2894364,337.2737364,321.2788714,319.2631714
plasmenyl-TG(P-18:0_18:1_18:3)+NH4,884.8067,585.5241,589.5554,265.25264,261.22134,339.2894364,335.2581364,321.2788714,317.2475714
plasmenyl-TG(P-18:0_18:1_18:4)+NH4,882.791,583.5084,589.5554,265.25264,259.20564,339.2894364,333.2424364,321.2788714,315.2318714
plasmenyl-TG(P-18:0_18:1_19:0)+NH4,904.8693,605.5867,589.5554,265.25264,281.28394,339.2894364,355.3207364,321.2788714,337.3101714
plasmenyl-TG(P-18:0_18:1_20:0)+NH4,918.8849,619.6023,589.5554,265.25264,295.29954,339.2894364,369.3363364,321.2788714,351.3257714
plasmenyl-TG(P-18:0_18:1_20:1)+NH4,916.8693,617.5867,589.5554,265.25264,293.28394,339.2894364,367.3207364,321.2788714,349.3101714
plasmenyl-TG(P-18:0_18:1_20:2)+NH4,914.8536,615.571,589.5554,265.25264,291.26824,339.2894364,365.3050364,321.2788714,347.2944714
plasmenyl-TG(P-18:0_18:1_20:3)+NH4,912.838,613.5554,589.5554,265.25264,289.25264,339.2894364,363.2894364,321.2788714,345.2788714
plasmenyl-TG(P-18:0_18:1_20:4)+NH4,910.8223,611.5397,589.5554,265.25264,287.23694,339.2894364,361.2737364,321.2788714,343.2631714
plasmenyl-TG(P-18:0_18:1_20:5)+NH4,908.8067,609.5241,589.5554,265.25264,285.22134,339.2894364,359.2581364,321.2788714,341.2475714
plasmenyl-TG(P-18:0_18:1_21:0)+NH4,932.9006,633.618,589.5554,265.25264,309.31524,339.2894364,383.3520364,321.2788714,365.3414714
plasmenyl-TG(P-18:0_18:1_22:0)+NH4,946.9162,647.6336,589.5554,265.25264,323.33084,339.2894364,397.3676364,321.2788714,379.3570714
plasmenyl-TG(P-18:0_18:1_22:1)+NH4,944.9006,645.618,589.5554,265.25264,321.31524,339.2894364,395.3520364,321.2788714,377.3414714
plasmenyl-TG(P-18:0_18:1_22:2)+NH4,942.8849,643.6023,589.5554,265.25264,319.29954,339.2894364,393.3363364,321.2788714,375.3257714
plasmenyl-TG(P-18:0_18:1_22:3)+NH4,940.8693,641.5867,589.5554,265.25264,317.28394,339.2894364,391.3207364,321.2788714,373.3101714
plasmenyl-TG(P-18:0_18:1_22:4)+NH4,938.8536,639.571,589.5554,265.25264,315.26824,339.2894364,389.3050364,321.2788714,371.2944714
plasmenyl-TG(P-18:0_18:1_22:5)+NH4,936.838,637.5554,589.5554,265.25264,313.25264,339.2894364,387.2894364,321.2788714,369.2788714
plasmenyl-TG(P-18:0_18:1_22:6)+NH4,934.8223,635.5397,589.5554,265.25264,311.23694,339.2894364,385.2737364,321.2788714,367.2631714
plasmenyl-TG(P-18:0_18:1_23:0)+NH4,960.9319,661.6493,589.5554,265.25264,337.34654,339.2894364,411.3833364,321.2788714,393.3727714
plasmenyl-TG(P-18:0_18:1_24:0)+NH4,974.9475,675.6649,589.5554,265.25264,351.36214,339.2894364,425.3989364,321.2788714,407.3883714
plasmenyl-TG(P-18:0_18:1_24:1)+NH4,972.9319,673.6493,589.5554,265.25264,349.34654,339.2894364,423.3833364,321.2788714,405.3727714
plasmenyl-TG(P-18:0_18:1_25:0)+NH4,988.9632,689.6806,589.5554,265.25264,365.37784,339.2894364,439.4146364,321.2788714,421.4040714
plasmenyl-TG(P-18:0_18:1_26:0)+NH4,1002.9788,703.6962,589.5554,265.25264,379.39344,339.2894364,453.4302364,321.2788714,435.4196714
plasmenyl-TG(P-18:0_18:2_18:2)+NH4,884.8066,587.5397,587.5397,263.23694,263.23694,337.2737364,337.2737364,319.2631714,319.2631714
plasmenyl-TG(P-18:0_18:2_18:3)+NH4,882.791,585.5241,587.5397,263.23694,261.22134,337.2737364,335.2581364,319.2631714,317.2475714
plasmenyl-TG(P-18:0_18:2_18:4)+NH4,880.7753,583.5084,587.5397,263.23694,259.20564,337.2737364,333.2424364,319.2631714,315.2318714
plasmenyl-TG(P-18:0_18:2_19:0)+NH4,902.8536,605.5867,587.5397,263.23694,281.28394,337.2737364,355.3207364,319.2631714,337.3101714
plasmenyl-TG(P-18:0_18:2_20:0)+NH4,916.8692,619.6023,587.5397,263.23694,295.29954,337.2737364,369.3363364,319.2631714,351.3257714
plasmenyl-TG(P-18:0_18:2_20:1)+NH4,914.8536,617.5867,587.5397,263.23694,293.28394,337.2737364,367.3207364,319.2631714,349.3101714
plasmenyl-TG(P-18:0_18:2_20:2)+NH4,912.8379,615.571,587.5397,263.23694,291.26824,337.2737364,365.3050364,319.2631714,347.2944714
plasmenyl-TG(P-18:0_18:2_20:3)+NH4,910.8223,613.5554,587.5397,263.23694,289.25264,337.2737364,363.2894364,319.2631714,345.2788714
plasmenyl-TG(P-18:0_18:2_20:4)+NH4,908.8066,611.5397,587.5397,263.23694,287.23694,337.2737364,361.2737364,319.2631714,343.2631714
plasmenyl-TG(P-18:0_18:2_20:5)+NH4,906.791,609.5241,587.5397,263.23694,285.22134,337.2737364,359.2581364,319.2631714,341.2475714
plasmenyl-TG(P-18:0_18:2_21:0)+NH4,930.8849,633.618,587.5397,263.23694,309.31524,337.2737364,383.3520364,319.2631714,365.3414714
plasmenyl-TG(P-18:0_18:2_22:0)+NH4,944.9005,647.6336,587.5397,263.23694,323.33084,337.2737364,397.3676364,319.2631714,379.3570714
plasmenyl-TG(P-18:0_18:2_22:1)+NH4,942.8849,645.618,587.5397,263.23694,321.31524,337.2737364,395.3520364,319.2631714,377.3414714
plasmenyl-TG(P-18:0_18:2_22:2)+NH4,940.8692,643.6023,587.5397,263.23694,319.29954,337.2737364,393.3363364,319.2631714,375.3257714
plasmenyl-TG(P-18:0_18:2_22:3)+NH4,938.8536,641.5867,587.5397,263.23694,317.28394,337.2737364,391.3207364,319.2631714,373.3101714
plasmenyl-TG(P-18:0_18:2_22:4)+NH4,936.8379,639.571,587.5397,263.23694,315.26824,337.2737364,389.3050364,319.2631714,371.2944714
plasmenyl-TG(P-18:0_18:2_22:5)+NH4,934.8223,637.5554,587.5397,263.23694,313.25264,337.2737364,387.2894364,319.2631714,369.2788714
plasmenyl-TG(P-18:0_18:2_22:6)+NH4,932.8066,635.5397,587.5397,263.23694,311.23694,337.2737364,385.2737364,319.2631714,367.2631714
plasmenyl-TG(P-18:0_18:2_23:0)+NH4,958.9162,661.6493,587.5397,263.23694,337.34654,337.2737364,411.3833364,319.2631714,393.3727714
plasmenyl-TG(P-18:0_18:2_24:0)+NH4,972.9318,675.6649,587.5397,263.23694,351.36214,337.2737364,425.3989364,319.2631714,407.3883714
plasmenyl-TG(P-18:0_18:2_24:1)+NH4,970.9162,673.6493,587.5397,263.23694,349.34654,337.2737364,423.3833364,319.2631714,405.3727714
plasmenyl-TG(P-18:0_18:2_25:0)+NH4,986.9475,689.6806,587.5397,263.23694,365.37784,337.2737364,439.4146364,319.2631714,421.4040714
plasmenyl-TG(P-18:0_18:2_26:0)+NH4,1000.9631,703.6962,587.5397,263.23694,379.39344,337.2737364,453.4302364,319.2631714,435.4196714
plasmenyl-TG(P-18:0_18:3_18:3)+NH4,880.7754,585.5241,585.5241,261.22134,261.22134,335.2581364,335.2581364,317.2475714,317.2475714
plasmenyl-TG(P-18:0_18:3_18:4)+NH4,878.7597,583.5084,585.5241,261.22134,259.20564,335.2581364,333.2424364,317.2475714,315.2318714
plasmenyl-TG(P-18:0_18:3_19:0)+NH4,900.838,605.5867,585.5241,261.22134,281.28394,335.2581364,355.3207364,317.2475714,337.3101714
plasmenyl-TG(P-18:0_18:3_20:0)+NH4,914.8536,619.6023,585.5241,261.22134,295.29954,335.2581364,369.3363364,317.2475714,351.3257714
plasmenyl-TG(P-18:0_18:3_20:1)+NH4,912.838,617.5867,585.5241,261.22134,293.28394,335.2581364,367.3207364,317.2475714,349.3101714
plasmenyl-TG(P-18:0_18:3_20:2)+NH4,910.8223,615.571,585.5241,261.22134,291.26824,335.2581364,365.3050364,317.2475714,347.2944714
plasmenyl-TG(P-18:0_18:3_20:3)+NH4,908.8067,613.5554,585.5241,261.22134,289.25264,335.2581364,363.2894364,317.2475714,345.2788714
plasmenyl-TG(P-18:0_18:3_20:4)+NH4,906.791,611.5397,585.5241,261.22134,287.23694,335.2581364,361.2737364,317.2475714,343.2631714
plasmenyl-TG(P-18:0_18:3_20:5)+NH4,904.7754,609.5241,585.5241,261.22134,285.22134,335.2581364,359.2581364,317.2475714,341.2475714
plasmenyl-TG(P-18:0_18:3_21:0)+NH4,928.8693,633.618,585.5241,261.22134,309.31524,335.2581364,383.3520364,317.2475714,365.3414714
plasmenyl-TG(P-18:0_18:3_22:0)+NH4,942.8849,647.6336,585.5241,261.22134,323.33084,335.2581364,397.3676364,317.2475714,379.3570714
plasmenyl-TG(P-18:0_18:3_22:1)+NH4,940.8693,645.618,585.5241,261.22134,321.31524,335.2581364,395.3520364,317.2475714,377.3414714
plasmenyl-TG(P-18:0_18:3_22:2)+NH4,938.8536,643.6023,585.5241,261.22134,319.29954,335.2581364,393.3363364,317.2475714,375.3257714
plasmenyl-TG(P-18:0_18:3_22:3)+NH4,936.838,641.5867,585.5241,261.22134,317.28394,335.2581364,391.3207364,317.2475714,373.3101714
plasmenyl-TG(P-18:0_18:3_22:4)+NH4,934.8223,639.571,585.5241,261.22134,315.26824,335.2581364,389.3050364,317.2475714,371.2944714
plasmenyl-TG(P-18:0_18:3_22:5)+NH4,932.8067,637.5554,585.5241,261.22134,313.25264,335.2581364,387.2894364,317.2475714,369.2788714
plasmenyl-TG(P-18:0_18:3_22:6)+NH4,930.791,635.5397,585.5241,261.22134,311.23694,335.2581364,385.2737364,317.2475714,367.2631714
plasmenyl-TG(P-18:0_18:3_23:0)+NH4,956.9006,661.6493,585.5241,261.22134,337.34654,335.2581364,411.3833364,317.2475714,393.3727714
plasmenyl-TG(P-18:0_18:3_24:0)+NH4,970.9162,675.6649,585.5241,261.22134,351.36214,335.2581364,425.3989364,317.2475714,407.3883714
plasmenyl-TG(P-18:0_18:3_24:1)+NH4,968.9006,673.6493,585.5241,261.22134,349.34654,335.2581364,423.3833364,317.2475714,405.3727714
plasmenyl-TG(P-18:0_18:3_25:0)+NH4,984.9319,689.6806,585.5241,261.22134,365.37784,335.2581364,439.4146364,317.2475714,421.4040714
plasmenyl-TG(P-18:0_18:3_26:0)+NH4,998.9475,703.6962,585.5241,261.22134,379.39344,335.2581364,453.4302364,317.2475714,435.4196714
plasmenyl-TG(P-18:0_18:4_18:4)+NH4,876.744,583.5084,583.5084,259.20564,259.20564,333.2424364,333.2424364,315.2318714,315.2318714
plasmenyl-TG(P-18:0_18:4_19:0)+NH4,898.8223,605.5867,583.5084,259.20564,281.28394,333.2424364,355.3207364,315.2318714,337.3101714
plasmenyl-TG(P-18:0_18:4_20:0)+NH4,912.8379,619.6023,583.5084,259.20564,295.29954,333.2424364,369.3363364,315.2318714,351.3257714
plasmenyl-TG(P-18:0_18:4_20:1)+NH4,910.8223,617.5867,583.5084,259.20564,293.28394,333.2424364,367.3207364,315.2318714,349.3101714
plasmenyl-TG(P-18:0_18:4_20:2)+NH4,908.8066,615.571,583.5084,259.20564,291.26824,333.2424364,365.3050364,315.2318714,347.2944714
plasmenyl-TG(P-18:0_18:4_20:3)+NH4,906.791,613.5554,583.5084,259.20564,289.25264,333.2424364,363.2894364,315.2318714,345.2788714
plasmenyl-TG(P-18:0_18:4_20:4)+NH4,904.7753,611.5397,583.5084,259.20564,287.23694,333.2424364,361.2737364,315.2318714,343.2631714
plasmenyl-TG(P-18:0_18:4_20:5)+NH4,902.7597,609.5241,583.5084,259.20564,285.22134,333.2424364,359.2581364,315.2318714,341.2475714
plasmenyl-TG(P-18:0_18:4_21:0)+NH4,926.8536,633.618,583.5084,259.20564,309.31524,333.2424364,383.3520364,315.2318714,365.3414714
plasmenyl-TG(P-18:0_18:4_22:0)+NH4,940.8692,647.6336,583.5084,259.20564,323.33084,333.2424364,397.3676364,315.2318714,379.3570714
plasmenyl-TG(P-18:0_18:4_22:1)+NH4,938.8536,645.618,583.5084,259.20564,321.31524,333.2424364,395.3520364,315.2318714,377.3414714
plasmenyl-TG(P-18:0_18:4_22:2)+NH4,936.8379,643.6023,583.5084,259.20564,319.29954,333.2424364,393.3363364,315.2318714,375.3257714
plasmenyl-TG(P-18:0_18:4_22:3)+NH4,934.8223,641.5867,583.5084,259.20564,317.28394,333.2424364,391.3207364,315.2318714,373.3101714
plasmenyl-TG(P-18:0_18:4_22:4)+NH4,932.8066,639.571,583.5084,259.20564,315.26824,333.2424364,389.3050364,315.2318714,371.2944714
plasmenyl-TG(P-18:0_18:4_22:5)+NH4,930.791,637.5554,583.5084,259.20564,313.25264,333.2424364,387.2894364,315.2318714,369.2788714
plasmenyl-TG(P-18:0_18:4_22:6)+NH4,928.7753,635.5397,583.5084,259.20564,311.23694,333.2424364,385.2737364,315.2318714,367.2631714
plasmenyl-TG(P-18:0_18:4_23:0)+NH4,954.8849,661.6493,583.5084,259.20564,337.34654,333.2424364,411.3833364,315.2318714,393.3727714
plasmenyl-TG(P-18:0_18:4_24:0)+NH4,968.9005,675.6649,583.5084,259.20564,351.36214,333.2424364,425.3989364,315.2318714,407.3883714
plasmenyl-TG(P-18:0_18:4_24:1)+NH4,966.8849,673.6493,583.5084,259.20564,349.34654,333.2424364,423.3833364,315.2318714,405.3727714
plasmenyl-TG(P-18:0_18:4_25:0)+NH4,982.9162,689.6806,583.5084,259.20564,365.37784,333.2424364,439.4146364,315.2318714,421.4040714
plasmenyl-TG(P-18:0_18:4_26:0)+NH4,996.9318,703.6962,583.5084,259.20564,379.39344,333.2424364,453.4302364,315.2318714,435.4196714
plasmenyl-TG(P-18:0_19:0_19:0)+NH4,920.9006,605.5867,605.5867,281.28394,281.28394,355.3207364,355.3207364,337.3101714,337.3101714
plasmenyl-TG(P-18:0_19:0_20:0)+NH4,934.9162,619.6023,605.5867,281.28394,295.29954,355.3207364,369.3363364,337.3101714,351.3257714
plasmenyl-TG(P-18:0_19:0_20:1)+NH4,932.9006,617.5867,605.5867,281.28394,293.28394,355.3207364,367.3207364,337.3101714,349.3101714
plasmenyl-TG(P-18:0_19:0_20:2)+NH4,930.8849,615.571,605.5867,281.28394,291.26824,355.3207364,365.3050364,337.3101714,347.2944714
plasmenyl-TG(P-18:0_19:0_20:3)+NH4,928.8693,613.5554,605.5867,281.28394,289.25264,355.3207364,363.2894364,337.3101714,345.2788714
plasmenyl-TG(P-18:0_19:0_20:4)+NH4,926.8536,611.5397,605.5867,281.28394,287.23694,355.3207364,361.2737364,337.3101714,343.2631714
plasmenyl-TG(P-18:0_19:0_20:5)+NH4,924.838,609.5241,605.5867,281.28394,285.22134,355.3207364,359.2581364,337.3101714,341.2475714
plasmenyl-TG(P-18:0_19:0_21:0)+NH4,948.9319,633.618,605.5867,281.28394,309.31524,355.3207364,383.3520364,337.3101714,365.3414714
plasmenyl-TG(P-18:0_19:0_22:0)+NH4,962.9475,647.6336,605.5867,281.28394,323.33084,355.3207364,397.3676364,337.3101714,379.3570714
plasmenyl-TG(P-18:0_19:0_22:1)+NH4,960.9319,645.618,605.5867,281.28394,321.31524,355.3207364,395.3520364,337.3101714,377.3414714
plasmenyl-TG(P-18:0_19:0_22:2)+NH4,958.9162,643.6023,605.5867,281.28394,319.29954,355.3207364,393.3363364,337.3101714,375.3257714
plasmenyl-TG(P-18:0_19:0_22:3)+NH4,956.9006,641.5867,605.5867,281.28394,317.28394,355.3207364,391.3207364,337.3101714,373.3101714
plasmenyl-TG(P-18:0_19:0_22:4)+NH4,954.8849,639.571,605.5867,281.28394,315.26824,355.3207364,389.3050364,337.3101714,371.2944714
plasmenyl-TG(P-18:0_19:0_22:5)+NH4,952.8693,637.5554,605.5867,281.28394,313.25264,355.3207364,387.2894364,337.3101714,369.2788714
plasmenyl-TG(P-18:0_19:0_22:6)+NH4,950.8536,635.5397,605.5867,281.28394,311.23694,355.3207364,385.2737364,337.3101714,367.2631714
plasmenyl-TG(P-18:0_19:0_23:0)+NH4,976.9632,661.6493,605.5867,281.28394,337.34654,355.3207364,411.3833364,337.3101714,393.3727714
plasmenyl-TG(P-18:0_19:0_24:0)+NH4,990.9788,675.6649,605.5867,281.28394,351.36214,355.3207364,425.3989364,337.3101714,407.3883714
plasmenyl-TG(P-18:0_19:0_24:1)+NH4,988.9632,673.6493,605.5867,281.28394,349.34654,355.3207364,423.3833364,337.3101714,405.3727714
plasmenyl-TG(P-18:0_19:0_25:0)+NH4,1004.9945,689.6806,605.5867,281.28394,365.37784,355.3207364,439.4146364,337.3101714,421.4040714
plasmenyl-TG(P-18:0_19:0_26:0)+NH4,1019.0101,703.6962,605.5867,281.28394,379.39344,355.3207364,453.4302364,337.3101714,435.4196714
plasmenyl-TG(P-18:0_20:0_20:0)+NH4,948.9318,619.6023,619.6023,295.29954,295.29954,369.3363364,369.3363364,351.3257714,351.3257714
plasmenyl-TG(P-18:0_20:0_20:1)+NH4,946.9162,617.5867,619.6023,295.29954,293.28394,369.3363364,367.3207364,351.3257714,349.3101714
plasmenyl-TG(P-18:0_20:0_20:2)+NH4,944.9005,615.571,619.6023,295.29954,291.26824,369.3363364,365.3050364,351.3257714,347.2944714
plasmenyl-TG(P-18:0_20:0_20:3)+NH4,942.8849,613.5554,619.6023,295.29954,289.25264,369.3363364,363.2894364,351.3257714,345.2788714
plasmenyl-TG(P-18:0_20:0_20:4)+NH4,940.8692,611.5397,619.6023,295.29954,287.23694,369.3363364,361.2737364,351.3257714,343.2631714
plasmenyl-TG(P-18:0_20:0_20:5)+NH4,938.8536,609.5241,619.6023,295.29954,285.22134,369.3363364,359.2581364,351.3257714,341.2475714
plasmenyl-TG(P-18:0_20:0_21:0)+NH4,962.9475,633.618,619.6023,295.29954,309.31524,369.3363364,383.3520364,351.3257714,365.3414714
plasmenyl-TG(P-18:0_20:0_22:0)+NH4,976.9631,647.6336,619.6023,295.29954,323.33084,369.3363364,397.3676364,351.3257714,379.3570714
plasmenyl-TG(P-18:0_20:0_22:1)+NH4,974.9475,645.618,619.6023,295.29954,321.31524,369.3363364,395.3520364,351.3257714,377.3414714
plasmenyl-TG(P-18:0_20:0_22:2)+NH4,972.9318,643.6023,619.6023,295.29954,319.29954,369.3363364,393.3363364,351.3257714,375.3257714
plasmenyl-TG(P-18:0_20:0_22:3)+NH4,970.9162,641.5867,619.6023,295.29954,317.28394,369.3363364,391.3207364,351.3257714,373.3101714
plasmenyl-TG(P-18:0_20:0_22:4)+NH4,968.9005,639.571,619.6023,295.29954,315.26824,369.3363364,389.3050364,351.3257714,371.2944714
plasmenyl-TG(P-18:0_20:0_22:5)+NH4,966.8849,637.5554,619.6023,295.29954,313.25264,369.3363364,387.2894364,351.3257714,369.2788714
plasmenyl-TG(P-18:0_20:0_22:6)+NH4,964.8692,635.5397,619.6023,295.29954,311.23694,369.3363364,385.2737364,351.3257714,367.2631714
plasmenyl-TG(P-18:0_20:0_23:0)+NH4,990.9788,661.6493,619.6023,295.29954,337.34654,369.3363364,411.3833364,351.3257714,393.3727714
plasmenyl-TG(P-18:0_20:0_24:0)+NH4,1004.9944,675.6649,619.6023,295.29954,351.36214,369.3363364,425.3989364,351.3257714,407.3883714
plasmenyl-TG(P-18:0_20:0_24:1)+NH4,1002.9788,673.6493,619.6023,295.29954,349.34654,369.3363364,423.3833364,351.3257714,405.3727714
plasmenyl-TG(P-18:0_20:0_25:0)+NH4,1019.0101,689.6806,619.6023,295.29954,365.37784,369.3363364,439.4146364,351.3257714,421.4040714
plasmenyl-TG(P-18:0_20:0_26:0)+NH4,1033.0257,703.6962,619.6023,295.29954,379.39344,369.3363364,453.4302364,351.3257714,435.4196714
plasmenyl-TG(P-18:0_20:1_20:1)+NH4,944.9006,617.5867,617.5867,293.28394,293.28394,367.3207364,367.3207364,349.3101714,349.3101714
plasmenyl-TG(P-18:0_20:1_20:2)+NH4,942.8849,615.571,617.5867,293.28394,291.26824,367.3207364,365.3050364,349.3101714,347.2944714
plasmenyl-TG(P-18:0_20:1_20:3)+NH4,940.8693,613.5554,617.5867,293.28394,289.25264,367.3207364,363.2894364,349.3101714,345.2788714
plasmenyl-TG(P-18:0_20:1_20:4)+NH4,938.8536,611.5397,617.5867,293.28394,287.23694,367.3207364,361.2737364,349.3101714,343.2631714
plasmenyl-TG(P-18:0_20:1_20:5)+NH4,936.838,609.5241,617.5867,293.28394,285.22134,367.3207364,359.2581364,349.3101714,341.2475714
plasmenyl-TG(P-18:0_20:1_21:0)+NH4,960.9319,633.618,617.5867,293.28394,309.31524,367.3207364,383.3520364,349.3101714,365.3414714
plasmenyl-TG(P-18:0_20:1_22:0)+NH4,974.9475,647.6336,617.5867,293.28394,323.33084,367.3207364,397.3676364,349.3101714,379.3570714
plasmenyl-TG(P-18:0_20:1_22:1)+NH4,972.9319,645.618,617.5867,293.28394,321.31524,367.3207364,395.3520364,349.3101714,377.3414714
plasmenyl-TG(P-18:0_20:1_22:2)+NH4,970.9162,643.6023,617.5867,293.28394,319.29954,367.3207364,393.3363364,349.3101714,375.3257714
plasmenyl-TG(P-18:0_20:1_22:3)+NH4,968.9006,641.5867,617.5867,293.28394,317.28394,367.3207364,391.3207364,349.3101714,373.3101714
plasmenyl-TG(P-18:0_20:1_22:4)+NH4,966.8849,639.571,617.5867,293.28394,315.26824,367.3207364,389.3050364,349.3101714,371.2944714
plasmenyl-TG(P-18:0_20:1_22:5)+NH4,964.8693,637.5554,617.5867,293.28394,313.25264,367.3207364,387.2894364,349.3101714,369.2788714
plasmenyl-TG(P-18:0_20:1_22:6)+NH4,962.8536,635.5397,617.5867,293.28394,311.23694,367.3207364,385.2737364,349.3101714,367.2631714
plasmenyl-TG(P-18:0_20:1_23:0)+NH4,988.9632,661.6493,617.5867,293.28394,337.34654,367.3207364,411.3833364,349.3101714,393.3727714
plasmenyl-TG(P-18:0_20:1_24:0)+NH4,1002.9788,675.6649,617.5867,293.28394,351.36214,367.3207364,425.3989364,349.3101714,407.3883714
plasmenyl-TG(P-18:0_20:1_24:1)+NH4,1000.9632,673.6493,617.5867,293.28394,349.34654,367.3207364,423.3833364,349.3101714,405.3727714
